employee_id,project_name,client_name,start_date,end_date,billable
224027,SLA Helpdesk Migration,TelcoGroup,2021-01-10,2021-08-30,True
224033,Recruitment Automation,Internal,2021-09-29,,False
224039,CRM Integration,Salesforce,2021-10-27,,True
224040,Sentinel Security,Deloitte,2021-03-01,2026-01-28,True
224045,Phoenix Rewrite,Google,2021-05-11,,True
224060,Ledger Reconciliation,TCS,2021-02-03,2021-11-03,True
224071,Orion API,Amazon,2021-07-11,,True
224074,Ledger Reconciliation,TCS,2021-10-28,,True
224075,Kubernetes Migration,Infosys,2021-01-01,,True
224079,Vulnerability Patcher,Internal,2021-01-03,2021-10-30,False
224081,Phoenix Rewrite,Google,2021-01-27,2021-09-25,True
224083,SLA Helpdesk Migration,TelcoGroup,2021-01-23,2023-02-09,True
224091,DevOps Automation,Internal,2021-08-23,,False
224094,Desktop Automation Support,Internal,2021-07-25,,False
224101,Ledger Reconciliation,TCS,2021-04-09,2021-12-28,True
224114,DataHub Predictive,JP Morgan,2021-07-03,,True
224117,Global Account Pitching,TechGiant,2021-01-01,2021-07-02,True
224118,CloudMigrate v2,Oracle,2021-06-29,,True
224127,Digital Brand Relaunch,RetailCorp,2021-12-14,2021-12-21,True
224133,Apollo Core,Microsoft,2021-01-01,2021-11-01,True
224142,AI Recommendation Engine,Internal,2021-11-24,,False
224145,Vulnerability Patcher,Internal,2021-01-01,2021-09-10,False
224150,Penetration Testing,Accenture,2021-12-09,,True
224176,CloudMigrate v2,Oracle,2021-01-01,2021-09-01,True
224177,Apollo Core,Microsoft,2021-03-08,,True
224179,SEO & Content Campaign,Internal,2021-11-21,,False
224195,Retail Analytics,Adobe,2021-09-05,,True
224197,Apollo Core,Microsoft,2021-01-01,,True
224199,Kubernetes Migration,Infosys,2021-01-01,2022-05-07,True
224200,SLA Helpdesk Migration,TelcoGroup,2021-12-13,,True
224216,Penetration Testing,Accenture,2021-10-15,,True
224217,Desktop Automation Support,Internal,2021-01-01,2021-07-19,False
224231,DevOps Automation,Internal,2021-01-08,,False
224243,Recruitment Automation,Internal,2021-03-13,2021-11-26,False
224244,DevOps Automation,Internal,2021-06-23,,False
224262,Ledger Reconciliation,TCS,2021-11-02,,True
224264,Ledger Reconciliation,TCS,2021-01-10,,True
224265,SEO & Content Campaign,Internal,2021-06-03,,False
224272,Kubernetes Migration,Infosys,2021-11-01,,True
224275,Ledger Reconciliation,TCS,2021-10-17,2021-12-11,True
224307,Ledger Reconciliation,TCS,2021-03-31,,True
224316,SLA Helpdesk Migration,TelcoGroup,2021-11-04,2024-09-28,True
224324,CRM Integration,Salesforce,2021-12-09,,True
224330,Vulnerability Patcher,Internal,2021-09-10,2021-12-15,False
224334,Sentinel Security,Deloitte,2021-09-04,,True
224337,SLA Helpdesk Migration,TelcoGroup,2021-06-03,,True
224355,Global Account Pitching,TechGiant,2021-11-14,,True
224356,SLA Helpdesk Migration,TelcoGroup,2021-08-09,,True
224360,SEO & Content Campaign,Internal,2021-08-27,,False
224379,PeopleLens Portal,Internal,2021-10-11,2024-01-31,False
224387,AI Recommendation Engine,Internal,2021-05-13,,False
224395,Sentinel Security,Deloitte,2021-04-05,,True
224406,SLA Helpdesk Migration,TelcoGroup,2021-01-01,2021-08-23,True
224409,Orion API,Amazon,2021-03-23,2021-11-07,True
224418,Tax Calculator Portal,Internal,2021-01-01,2021-08-01,False
224419,Retail Analytics,Adobe,2021-04-22,,True
224426,Tax Calculator Portal,Internal,2021-01-01,2021-10-03,False
224427,Sentinel Security,Deloitte,2021-03-06,,True
224429,Apollo Core,Microsoft,2021-01-08,2021-11-25,True
224437,Global Account Pitching,TechGiant,2021-10-14,2023-03-13,True
224439,Apollo Core,Microsoft,2021-05-31,,True
224440,CRM Integration,Salesforce,2021-01-01,,True
224441,CloudMigrate v2,Oracle,2021-07-19,2022-07-28,True
224445,SEO & Content Campaign,Internal,2021-01-01,,False
224446,CloudMigrate v2,Oracle,2021-07-28,,True
224455,Apollo Core,Microsoft,2021-01-29,,True
224461,AI Recommendation Engine,Internal,2021-11-21,,False
224465,Vulnerability Patcher,Internal,2021-10-01,,False
224471,DevOps Automation,Internal,2021-06-02,,False
224482,Ledger Reconciliation,TCS,2021-05-30,,True
224491,Orion API,Amazon,2021-05-26,,True
224492,Sentinel Security,Deloitte,2021-02-15,2021-10-12,True
224508,Sentinel Security,Deloitte,2021-11-25,2021-12-16,True
224513,SLA Helpdesk Migration,TelcoGroup,2021-05-22,,True
224521,Tax Calculator Portal,Internal,2021-04-04,,False
224526,Digital Brand Relaunch,RetailCorp,2021-01-01,2021-09-10,True
224530,Desktop Automation Support,Internal,2021-06-01,,False
224531,Ledger Reconciliation,TCS,2021-11-26,,True
224532,Retail Analytics,Adobe,2021-09-15,2025-08-29,True
224541,DataHub Predictive,JP Morgan,2021-11-27,,True
224544,Penetration Testing,Accenture,2021-03-28,,True
224545,SEO & Content Campaign,Internal,2021-09-26,,False
224558,Tax Calculator Portal,Internal,2021-01-10,,False
224567,Tax Calculator Portal,Internal,2021-12-12,,False
224568,DataHub Predictive,JP Morgan,2021-05-09,,True
224570,Ledger Reconciliation,TCS,2021-12-17,,True
224580,Recruitment Automation,Internal,2021-01-01,2021-12-06,False
224586,SLA Helpdesk Migration,TelcoGroup,2021-01-01,,True
224588,Desktop Automation Support,Internal,2021-05-01,,False
224595,SLA Helpdesk Migration,TelcoGroup,2021-05-30,,True
224614,Desktop Automation Support,Internal,2021-01-01,,False
224616,AI Recommendation Engine,Internal,2021-01-01,2022-08-25,False
224617,Phoenix Rewrite,Google,2021-02-26,2021-12-11,True
224626,SEO & Content Campaign,Internal,2021-01-20,,False
224635,PeopleLens Portal,Internal,2021-05-27,,False
224637,Digital Brand Relaunch,RetailCorp,2021-11-20,,True
224643,DevOps Automation,Internal,2021-01-01,2021-11-29,False
224644,Apollo Core,Microsoft,2021-11-07,,True
224650,Apollo Core,Microsoft,2021-01-09,2021-10-30,True
224656,Recruitment Automation,Internal,2021-10-24,,False
224660,CRM Integration,Salesforce,2021-08-27,2025-05-07,True
224662,Global Account Pitching,TechGiant,2021-06-05,,True
224680,Ledger Reconciliation,TCS,2021-09-22,,True
224684,Phoenix Rewrite,Google,2021-01-24,2021-08-23,True
224685,AI Recommendation Engine,Internal,2021-03-08,,False
224686,Retail Analytics,Adobe,2021-12-05,,True
224692,Vulnerability Patcher,Internal,2021-04-24,2021-11-10,False
224696,Orion API,Amazon,2021-09-02,2024-03-13,True
224706,Global Account Pitching,TechGiant,2021-11-15,,True
224712,AI Recommendation Engine,Internal,2021-03-31,2024-04-12,False
224713,Phoenix Rewrite,Google,2021-04-14,2022-03-08,True
224728,DevOps Automation,Internal,2021-11-27,,False
224730,Recruitment Automation,Internal,2021-02-11,,False
224735,Apollo Core,Microsoft,2021-01-01,2021-11-04,True
224736,Phoenix Rewrite,Google,2021-09-08,,True
224737,Apollo Core,Microsoft,2021-08-12,,True
224747,Retail Analytics,Adobe,2021-06-27,,True
224750,Sentinel Security,Deloitte,2021-08-22,,True
224752,DataHub Predictive,JP Morgan,2021-03-28,,True
224767,Desktop Automation Support,Internal,2021-01-01,2021-11-11,False
224770,Penetration Testing,Accenture,2021-06-03,,True
224772,Tax Calculator Portal,Internal,2021-01-01,,False
224773,PeopleLens Portal,Internal,2021-07-14,,False
224798,DevOps Automation,Internal,2021-05-14,,False
224800,SEO & Content Campaign,Internal,2021-09-01,,False
224806,Recruitment Automation,Internal,2021-05-04,,False
224807,Phoenix Rewrite,Google,2021-10-18,,True
224811,Ledger Reconciliation,TCS,2021-01-01,,True
224814,Global Account Pitching,TechGiant,2021-05-03,2021-11-26,True
224817,Sentinel Security,Deloitte,2021-12-31,,True
224820,Recruitment Automation,Internal,2021-08-04,2026-03-18,False
224821,CRM Integration,Salesforce,2021-01-01,,True
224824,Phoenix Rewrite,Google,2021-03-25,2021-12-19,True
224831,Desktop Automation Support,Internal,2021-12-27,,False
224840,DevOps Automation,Internal,2021-07-29,2022-12-21,False
224846,AI Recommendation Engine,Internal,2021-01-01,2021-10-12,False
224855,SLA Helpdesk Migration,TelcoGroup,2021-02-24,,True
224859,Vulnerability Patcher,Internal,2021-02-26,,False
224861,DevOps Automation,Internal,2021-02-14,2021-12-26,False
224871,CRM Integration,Salesforce,2021-01-01,2021-09-04,True
224873,Digital Brand Relaunch,RetailCorp,2021-02-01,2021-12-27,True
224875,PeopleLens Portal,Internal,2021-12-04,,False
224909,Vulnerability Patcher,Internal,2021-11-15,,False
224914,Retail Analytics,Adobe,2021-04-18,2022-03-13,True
224918,Recruitment Automation,Internal,2021-10-05,,False
224925,Retail Analytics,Adobe,2021-01-25,2021-12-04,True
224928,Global Account Pitching,TechGiant,2021-09-09,,True
224929,CRM Integration,Salesforce,2021-10-03,,True
224930,Phoenix Rewrite,Google,2021-07-25,,True
224935,Global Account Pitching,TechGiant,2021-01-01,,True
224945,DataHub Predictive,JP Morgan,2021-01-01,2021-07-13,True
224948,AI Recommendation Engine,Internal,2021-09-19,,False
224952,Phoenix Rewrite,Google,2021-04-12,2022-01-06,True
224954,PeopleLens Portal,Internal,2021-01-01,,False
224958,Retail Analytics,Adobe,2021-12-11,,True
224959,Tax Calculator Portal,Internal,2021-01-01,2021-11-13,False
224962,Desktop Automation Support,Internal,2021-01-01,2021-12-25,False
224970,DevOps Automation,Internal,2021-05-01,,False
224989,Phoenix Rewrite,Google,2021-12-11,,True
224998,Tax Calculator Portal,Internal,2021-01-01,2021-08-23,False
225001,Orion API,Amazon,2021-11-03,2024-02-01,True
225002,DevOps Automation,Internal,2021-06-25,,False
225006,DevOps Automation,Internal,2021-11-25,,False
225009,DataHub Predictive,JP Morgan,2021-12-19,,True
225010,Apollo Core,Microsoft,2021-02-16,2021-10-17,True
225018,SLA Helpdesk Migration,TelcoGroup,2021-01-01,2021-12-16,True
225021,Orion API,Amazon,2021-01-09,2021-08-20,True
225024,SLA Helpdesk Migration,TelcoGroup,2021-07-18,,True
225030,Orion API,Amazon,2021-07-16,,True
225035,Desktop Automation Support,Internal,2021-01-01,2021-09-11,False
225042,PeopleLens Portal,Internal,2021-12-05,,False
225043,Recruitment Automation,Internal,2021-04-21,,False
225044,CloudMigrate v2,Oracle,2021-12-20,,True
225059,Desktop Automation Support,Internal,2021-04-29,,False
225064,Tax Calculator Portal,Internal,2021-01-01,,False
225072,Tax Calculator Portal,Internal,2021-11-21,,False
225084,CloudMigrate v2,Oracle,2021-09-05,,True
225085,SLA Helpdesk Migration,TelcoGroup,2021-10-20,,True
225087,Global Account Pitching,TechGiant,2021-01-01,2021-10-31,True
225091,SLA Helpdesk Migration,TelcoGroup,2021-06-05,,True
225111,Penetration Testing,Accenture,2021-02-23,,True
225113,Sentinel Security,Deloitte,2021-11-26,2025-06-23,True
225119,Retail Analytics,Adobe,2021-07-15,,True
225134,Apollo Core,Microsoft,2021-02-12,,True
225148,Ledger Reconciliation,TCS,2021-05-19,,True
225157,DevOps Automation,Internal,2021-12-26,2024-09-13,False
225161,Ledger Reconciliation,TCS,2021-12-10,,True
225175,Apollo Core,Microsoft,2021-03-08,2021-10-07,True
225180,Global Account Pitching,TechGiant,2021-04-11,,True
225184,DataHub Predictive,JP Morgan,2021-01-01,2022-10-07,True
225193,Ledger Reconciliation,TCS,2021-08-11,,True
225214,Recruitment Automation,Internal,2021-09-01,,False
225219,Global Account Pitching,TechGiant,2021-01-01,,True
225231,Orion API,Amazon,2021-10-24,,True
225232,Global Account Pitching,TechGiant,2021-01-01,2021-08-26,True
225247,Kubernetes Migration,Infosys,2021-05-18,,True
225254,SEO & Content Campaign,Internal,2021-09-20,,False
225256,Apollo Core,Microsoft,2021-06-04,,True
225258,PeopleLens Portal,Internal,2021-12-22,,False
225261,Tax Calculator Portal,Internal,2021-01-31,2021-11-30,False
225271,Ledger Reconciliation,TCS,2021-08-09,2024-10-20,True
225275,Apollo Core,Microsoft,2021-07-04,,True
225277,CRM Integration,Salesforce,2021-05-27,,True
225282,Retail Analytics,Adobe,2021-05-29,,True
225309,AI Recommendation Engine,Internal,2021-10-27,,False
225313,Penetration Testing,Accenture,2021-11-25,,True
225329,Desktop Automation Support,Internal,2021-01-01,2021-11-28,False
225330,Penetration Testing,Accenture,2021-06-15,,True
225334,Kubernetes Migration,Infosys,2021-01-01,2021-10-19,True
225335,Retail Analytics,Adobe,2021-01-01,2021-08-20,True
225336,CloudMigrate v2,Oracle,2021-12-02,,True
225341,Desktop Automation Support,Internal,2021-07-31,,False
225342,SEO & Content Campaign,Internal,2021-10-25,,False
225348,Digital Brand Relaunch,RetailCorp,2021-01-11,2021-08-14,True
225349,SEO & Content Campaign,Internal,2021-08-15,,False
225357,Sentinel Security,Deloitte,2021-12-19,,True
225372,SEO & Content Campaign,Internal,2021-03-25,,False
225379,Global Account Pitching,TechGiant,2021-01-01,2021-12-24,True
225397,Retail Analytics,Adobe,2021-11-23,,True
225405,DataHub Predictive,JP Morgan,2021-09-02,,True
225407,DevOps Automation,Internal,2021-10-10,,False
225409,Ledger Reconciliation,TCS,2021-01-01,2021-08-29,True
225410,Kubernetes Migration,Infosys,2021-01-21,,True
225411,SEO & Content Campaign,Internal,2021-06-22,,False
225430,Desktop Automation Support,Internal,2021-01-01,2021-09-01,False
225452,AI Recommendation Engine,Internal,2021-07-21,,False
225467,Kubernetes Migration,Infosys,2021-12-07,,True
225468,Kubernetes Migration,Infosys,2021-04-19,,True
225473,Ledger Reconciliation,TCS,2021-09-20,,True
225488,SEO & Content Campaign,Internal,2021-09-08,,False
225506,SLA Helpdesk Migration,TelcoGroup,2021-09-13,,True
225511,PeopleLens Portal,Internal,2021-03-05,,False
225522,SEO & Content Campaign,Internal,2021-01-01,,False
225525,Desktop Automation Support,Internal,2021-01-01,,False
225540,SEO & Content Campaign,Internal,2021-06-22,,False
225556,CRM Integration,Salesforce,2021-01-18,2021-10-05,True
225583,Vulnerability Patcher,Internal,2021-11-04,,False
225584,AI Recommendation Engine,Internal,2021-09-16,2022-06-11,False
225589,CRM Integration,Salesforce,2021-08-20,,True
225592,Ledger Reconciliation,TCS,2021-01-25,,True
225596,Sentinel Security,Deloitte,2021-05-05,2021-11-10,True
225600,Ledger Reconciliation,TCS,2021-08-16,,True
225602,Recruitment Automation,Internal,2021-01-01,,False
225612,Tax Calculator Portal,Internal,2021-08-25,2021-10-06,False
225619,Vulnerability Patcher,Internal,2021-01-01,2021-08-15,False
225645,Digital Brand Relaunch,RetailCorp,2021-05-12,,True
225646,DataHub Predictive,JP Morgan,2021-11-08,2024-02-17,True
225660,Kubernetes Migration,Infosys,2021-11-16,2021-12-28,True
225667,SEO & Content Campaign,Internal,2021-09-29,2023-06-03,False
225669,Recruitment Automation,Internal,2021-12-13,,False
225670,SLA Helpdesk Migration,TelcoGroup,2021-08-28,,True
225674,PeopleLens Portal,Internal,2021-01-01,2021-12-27,False
225678,Tax Calculator Portal,Internal,2021-06-21,,False
225683,Recruitment Automation,Internal,2021-10-12,,False
225685,Phoenix Rewrite,Google,2021-07-03,2026-05-06,True
225693,Recruitment Automation,Internal,2021-09-15,,False
225696,Vulnerability Patcher,Internal,2021-08-12,,False
225699,PeopleLens Portal,Internal,2021-01-01,2021-09-28,False
225705,Penetration Testing,Accenture,2021-12-08,,True
225709,Phoenix Rewrite,Google,2021-08-13,,True
225714,Sentinel Security,Deloitte,2021-04-12,,True
225723,Retail Analytics,Adobe,2021-07-17,,True
225729,CRM Integration,Salesforce,2021-03-04,2021-11-05,True
225737,Desktop Automation Support,Internal,2021-01-01,,False
225748,Tax Calculator Portal,Internal,2021-10-23,2024-12-14,False
225752,Kubernetes Migration,Infosys,2021-04-13,2023-11-05,True
225753,PeopleLens Portal,Internal,2021-09-06,,False
225756,Ledger Reconciliation,TCS,2021-01-21,,True
225757,DevOps Automation,Internal,2021-11-18,,False
225763,Ledger Reconciliation,TCS,2021-06-03,,True
225768,SLA Helpdesk Migration,TelcoGroup,2021-09-19,,True
225775,Tax Calculator Portal,Internal,2021-04-02,2021-12-07,False
225779,Retail Analytics,Adobe,2021-08-10,,True
225798,Sentinel Security,Deloitte,2021-12-21,,True
225803,Orion API,Amazon,2021-12-03,2026-03-03,True
225805,SLA Helpdesk Migration,TelcoGroup,2021-06-12,,True
225814,Kubernetes Migration,Infosys,2021-08-21,,True
225820,SLA Helpdesk Migration,TelcoGroup,2021-03-17,,True
225829,Global Account Pitching,TechGiant,2021-01-01,,True
225834,Apollo Core,Microsoft,2021-06-22,,True
225841,Tax Calculator Portal,Internal,2021-05-11,,False
225851,SLA Helpdesk Migration,TelcoGroup,2021-07-18,,True
225861,Ledger Reconciliation,TCS,2021-08-01,,True
225873,CloudMigrate v2,Oracle,2021-09-14,,True
225876,SEO & Content Campaign,Internal,2021-03-23,,False
225892,AI Recommendation Engine,Internal,2021-11-21,2026-02-17,False
225897,CRM Integration,Salesforce,2021-02-16,2021-12-03,True
225900,DevOps Automation,Internal,2021-04-26,2022-09-03,False
225905,Sentinel Security,Deloitte,2021-04-27,2021-07-31,True
225908,Orion API,Amazon,2021-11-29,,True
225915,Vulnerability Patcher,Internal,2021-11-05,,False
225917,Digital Brand Relaunch,RetailCorp,2021-05-08,,True
225920,Tax Calculator Portal,Internal,2021-03-15,2021-10-19,False
225922,Desktop Automation Support,Internal,2021-10-26,,False
225931,Vulnerability Patcher,Internal,2021-03-28,,False
225941,Orion API,Amazon,2021-06-23,,True
225944,Sentinel Security,Deloitte,2021-06-07,,True
225949,CloudMigrate v2,Oracle,2021-07-05,,True
225952,CRM Integration,Salesforce,2021-06-05,,True
225955,Global Account Pitching,TechGiant,2021-06-10,2021-12-16,True
225962,Global Account Pitching,TechGiant,2021-01-01,2021-10-27,True
225967,AI Recommendation Engine,Internal,2021-02-09,,False
225969,Penetration Testing,Accenture,2021-01-01,2023-02-02,True
225970,CloudMigrate v2,Oracle,2021-11-28,2024-07-22,True
225985,SLA Helpdesk Migration,TelcoGroup,2021-04-13,,True
225992,Penetration Testing,Accenture,2021-03-07,2025-08-30,True
225999,PeopleLens Portal,Internal,2021-07-09,,False
226009,Apollo Core,Microsoft,2021-10-04,,True
226011,CloudMigrate v2,Oracle,2021-01-05,,True
226012,CRM Integration,Salesforce,2021-01-01,2021-07-29,True
226016,Ledger Reconciliation,TCS,2021-01-01,,True
226018,PeopleLens Portal,Internal,2021-11-26,,False
226026,DevOps Automation,Internal,2021-01-01,2021-09-13,False
226030,SLA Helpdesk Migration,TelcoGroup,2021-06-03,2021-12-17,True
226041,PeopleLens Portal,Internal,2021-05-16,,False
226048,SEO & Content Campaign,Internal,2021-04-10,,False
226049,CRM Integration,Salesforce,2021-08-06,,True
226071,Penetration Testing,Accenture,2021-01-28,,True
226083,Orion API,Amazon,2021-12-08,2023-11-11,True
226085,Ledger Reconciliation,TCS,2021-07-30,2022-01-27,True
226095,Global Account Pitching,TechGiant,2021-01-01,2023-04-28,True
226119,Retail Analytics,Adobe,2021-01-01,2021-12-15,True
226128,Sentinel Security,Deloitte,2021-03-17,2021-10-06,True
226137,Recruitment Automation,Internal,2021-01-01,2021-10-14,False
226143,Desktop Automation Support,Internal,2021-03-25,,False
226145,Tax Calculator Portal,Internal,2021-11-26,,False
226172,Ledger Reconciliation,TCS,2021-02-14,,True
226177,Orion API,Amazon,2021-01-01,2021-08-09,True
226181,SEO & Content Campaign,Internal,2021-03-17,2021-12-12,False
226189,CRM Integration,Salesforce,2021-01-01,2021-12-14,True
226193,Vulnerability Patcher,Internal,2021-03-08,,False
226196,Sentinel Security,Deloitte,2021-07-23,,True
226199,SLA Helpdesk Migration,TelcoGroup,2021-11-08,,True
226219,Orion API,Amazon,2021-08-24,,True
226220,Phoenix Rewrite,Google,2021-05-22,2022-10-29,True
226225,SEO & Content Campaign,Internal,2021-09-11,,False
226232,Desktop Automation Support,Internal,2021-11-29,,False
226233,Tax Calculator Portal,Internal,2021-08-31,,False
226239,Apollo Core,Microsoft,2021-01-01,2021-09-25,True
226250,SEO & Content Campaign,Internal,2021-11-14,,False
226251,Apollo Core,Microsoft,2021-08-22,,True
226262,Kubernetes Migration,Infosys,2021-03-16,,True
226263,CloudMigrate v2,Oracle,2021-02-03,2021-11-16,True
226264,DataHub Predictive,JP Morgan,2021-11-18,,True
226266,Recruitment Automation,Internal,2021-02-12,,False
226276,Orion API,Amazon,2021-10-01,,True
226280,Desktop Automation Support,Internal,2021-11-13,,False
226288,SLA Helpdesk Migration,TelcoGroup,2021-05-23,2021-07-28,True
226293,Ledger Reconciliation,TCS,2021-11-01,2025-11-18,True
226300,DevOps Automation,Internal,2021-06-18,,False
226319,SEO & Content Campaign,Internal,2021-03-20,2021-11-30,False
226320,SLA Helpdesk Migration,TelcoGroup,2021-01-26,2021-08-27,True
226327,Penetration Testing,Accenture,2021-02-18,,True
226343,SEO & Content Campaign,Internal,2021-10-31,2025-03-12,False
226349,Retail Analytics,Adobe,2021-02-20,2021-12-30,True
226359,SLA Helpdesk Migration,TelcoGroup,2021-11-14,,True
226369,Retail Analytics,Adobe,2021-07-10,,True
226374,Kubernetes Migration,Infosys,2021-05-10,,True
226382,SEO & Content Campaign,Internal,2021-09-27,2021-11-07,False
226402,CRM Integration,Salesforce,2021-05-08,,True
226416,DevOps Automation,Internal,2021-08-06,,False
226422,Retail Analytics,Adobe,2021-01-01,2024-11-30,True
226433,Apollo Core,Microsoft,2021-02-10,2021-11-08,True
226434,CloudMigrate v2,Oracle,2021-09-01,,True
226436,Tax Calculator Portal,Internal,2021-10-19,,False
226442,Ledger Reconciliation,TCS,2021-07-05,,True
226448,CloudMigrate v2,Oracle,2021-05-02,,True
226459,CRM Integration,Salesforce,2021-07-13,,True
226460,Ledger Reconciliation,TCS,2021-08-09,2026-01-25,True
226464,Ledger Reconciliation,TCS,2021-01-01,2021-10-08,True
226483,SEO & Content Campaign,Internal,2021-01-01,2021-10-24,False
226489,CRM Integration,Salesforce,2021-04-13,2021-10-26,True
226492,Apollo Core,Microsoft,2021-05-02,2021-12-14,True
226494,Retail Analytics,Adobe,2021-09-01,,True
226496,DataHub Predictive,JP Morgan,2021-05-15,2022-02-03,True
226507,DataHub Predictive,JP Morgan,2021-12-16,,True
226516,Kubernetes Migration,Infosys,2021-07-18,,True
226519,PeopleLens Portal,Internal,2021-01-01,2021-09-03,False
226520,CRM Integration,Salesforce,2021-01-01,2021-07-28,True
226524,SEO & Content Campaign,Internal,2021-01-01,2021-12-24,False
226547,CRM Integration,Salesforce,2021-02-07,2021-12-14,True
226548,Retail Analytics,Adobe,2021-01-01,,True
226570,Retail Analytics,Adobe,2021-08-12,2024-09-24,True
226573,Global Account Pitching,TechGiant,2021-05-28,,True
226574,Recruitment Automation,Internal,2021-12-31,2025-03-12,False
226595,Phoenix Rewrite,Google,2021-03-21,,True
226604,PeopleLens Portal,Internal,2021-08-09,,False
226606,PeopleLens Portal,Internal,2021-01-01,2021-10-03,False
226614,PeopleLens Portal,Internal,2021-06-09,,False
226615,Orion API,Amazon,2021-08-08,2022-06-01,True
226616,CRM Integration,Salesforce,2021-01-01,2021-11-22,True
226619,Sentinel Security,Deloitte,2021-04-18,,True
226626,CloudMigrate v2,Oracle,2021-12-02,,True
226629,Desktop Automation Support,Internal,2021-02-16,2021-09-07,False
226630,Desktop Automation Support,Internal,2021-10-04,,False
226633,Phoenix Rewrite,Google,2021-01-11,,True
226634,Phoenix Rewrite,Google,2021-05-30,,True
226642,DataHub Predictive,JP Morgan,2021-01-01,2021-07-01,True
226643,Global Account Pitching,TechGiant,2021-10-09,,True
226652,Digital Brand Relaunch,RetailCorp,2021-01-01,,True
226653,DevOps Automation,Internal,2021-12-05,,False
226655,Retail Analytics,Adobe,2021-02-14,2021-12-15,True
226661,Tax Calculator Portal,Internal,2021-04-14,2021-11-20,False
226674,Sentinel Security,Deloitte,2021-03-05,2021-11-23,True
226686,Tax Calculator Portal,Internal,2021-07-20,,False
226700,AI Recommendation Engine,Internal,2021-12-27,,False
226703,Sentinel Security,Deloitte,2021-12-17,,True
226705,Tax Calculator Portal,Internal,2021-05-13,2021-12-16,False
226709,Tax Calculator Portal,Internal,2021-02-27,,False
226718,Apollo Core,Microsoft,2021-01-01,2021-07-30,True
226722,SEO & Content Campaign,Internal,2021-09-08,2021-09-19,False
226728,Digital Brand Relaunch,RetailCorp,2021-01-01,2021-08-29,True
226739,Apollo Core,Microsoft,2021-01-01,,True
226745,Kubernetes Migration,Infosys,2021-09-18,,True
226751,Orion API,Amazon,2021-07-15,2023-04-07,True
226760,Penetration Testing,Accenture,2021-12-17,,True
226778,Recruitment Automation,Internal,2021-10-28,,False
226790,Global Account Pitching,TechGiant,2021-06-26,,True
226797,Digital Brand Relaunch,RetailCorp,2021-01-01,2021-09-27,True
226808,Penetration Testing,Accenture,2021-02-10,,True
226814,Orion API,Amazon,2021-01-01,2021-12-17,True
226823,Kubernetes Migration,Infosys,2021-06-21,,True
226830,CRM Integration,Salesforce,2021-07-02,,True
226831,Kubernetes Migration,Infosys,2021-01-01,2021-07-05,True
226836,Recruitment Automation,Internal,2021-04-30,2024-06-03,False
226843,SLA Helpdesk Migration,TelcoGroup,2021-04-21,,True
226847,DataHub Predictive,JP Morgan,2021-01-01,2021-07-16,True
226851,CRM Integration,Salesforce,2021-08-02,,True
226852,Penetration Testing,Accenture,2021-03-26,,True
226864,Apollo Core,Microsoft,2021-10-18,,True
226867,Ledger Reconciliation,TCS,2021-05-19,2021-12-04,True
226873,Apollo Core,Microsoft,2021-02-26,2022-01-24,True
226878,CloudMigrate v2,Oracle,2021-05-31,,True
226891,Recruitment Automation,Internal,2021-06-11,,False
226919,SLA Helpdesk Migration,TelcoGroup,2021-10-20,,True
226920,CRM Integration,Salesforce,2021-05-04,,True
226927,Desktop Automation Support,Internal,2021-01-08,2021-12-13,False
226928,Desktop Automation Support,Internal,2021-03-29,,False
226930,PeopleLens Portal,Internal,2021-08-19,,False
226951,Kubernetes Migration,Infosys,2021-07-03,,True
226957,AI Recommendation Engine,Internal,2021-01-01,2021-07-18,False
226959,SEO & Content Campaign,Internal,2021-01-01,2021-07-01,False
226978,SEO & Content Campaign,Internal,2021-10-04,,False
226981,Digital Brand Relaunch,RetailCorp,2021-05-06,2021-11-15,True
226983,AI Recommendation Engine,Internal,2021-01-01,2021-07-02,False
226984,AI Recommendation Engine,Internal,2021-10-02,,False
227002,SLA Helpdesk Migration,TelcoGroup,2021-06-09,,True
227006,Tax Calculator Portal,Internal,2021-09-09,,False
227007,Tax Calculator Portal,Internal,2021-12-18,,False
227020,Desktop Automation Support,Internal,2021-09-12,,False
227024,Recruitment Automation,Internal,2021-12-22,2025-03-03,False
227028,Desktop Automation Support,Internal,2021-01-01,,False
227030,Kubernetes Migration,Infosys,2021-10-24,,True
227044,CRM Integration,Salesforce,2021-04-14,,True
227057,Ledger Reconciliation,TCS,2021-01-01,,True
227061,Phoenix Rewrite,Google,2021-11-11,,True
227063,Tax Calculator Portal,Internal,2021-01-01,2021-08-14,False
227068,SLA Helpdesk Migration,TelcoGroup,2021-01-24,2021-12-29,True
227071,DevOps Automation,Internal,2021-09-08,,False
227072,CloudMigrate v2,Oracle,2021-08-07,,True
227074,Orion API,Amazon,2021-06-05,,True
227077,SEO & Content Campaign,Internal,2021-01-01,,False
227085,SEO & Content Campaign,Internal,2021-06-15,2021-12-18,False
227086,Global Account Pitching,TechGiant,2021-08-18,2021-12-04,True
227097,Desktop Automation Support,Internal,2021-01-31,,False
227099,DataHub Predictive,JP Morgan,2021-01-01,2021-12-28,True
227100,Vulnerability Patcher,Internal,2021-02-12,,False
227105,CRM Integration,Salesforce,2021-01-01,2021-12-17,True
227124,CRM Integration,Salesforce,2021-05-07,,True
227140,DataHub Predictive,JP Morgan,2021-10-29,,True
