exit_id,employee_id,exit_date,exit_reason,voluntary
703090,217602,2026-06-28,Better Opportunity,Yes
703091,217609,2025-02-11,Performance Issues,No
703092,217617,2019-05-26,Better Opportunity,Yes
703093,217618,2019-05-23,Career Growth,Yes
703094,217622,2026-01-24,Compensation,Yes
703095,217627,2026-03-09,Better Opportunity,Yes
703096,217629,2025-06-08,Career Growth,Yes
703097,217644,2026-04-30,Better Opportunity,Yes
703098,217650,2024-12-01,Better Opportunity,Yes
703099,217655,2022-09-17,Performance Issues,No
703100,217663,2024-11-26,Better Opportunity,Yes
703101,217672,2022-12-23,Better Opportunity,Yes
703102,217684,2025-09-29,Career Growth,Yes
703103,217685,2025-02-22,Higher Education,Yes
703104,217692,2024-11-21,Better Opportunity,Yes
703105,217699,2025-07-03,Better Opportunity,Yes
703106,217701,2025-06-16,Better Opportunity,Yes
703107,217703,2023-08-01,Personal Reasons,Yes
703108,217714,2025-09-09,Better Opportunity,Yes
703109,217720,2025-07-31,Personal Reasons,Yes
703110,217734,2024-02-12,Personal Reasons,Yes
703111,217743,2024-05-01,Better Opportunity,Yes
703112,217744,2026-03-09,Performance Issues,No
703113,217746,2023-05-26,Personal Reasons,Yes
703114,217755,2024-08-13,Better Opportunity,Yes
703115,217762,2019-05-15,Personal Reasons,Yes
703116,217765,2026-07-05,Better Opportunity,Yes
703117,217767,2025-11-20,Higher Education,Yes
703118,217769,2023-08-09,Better Opportunity,Yes
703119,217777,2025-11-12,Better Opportunity,Yes
703120,217796,2020-03-17,Better Opportunity,Yes
703121,217797,2019-05-26,Career Growth,Yes
703122,217801,2023-04-24,Better Opportunity,Yes
703123,217808,2025-07-07,Better Opportunity,Yes
703124,217809,2025-06-22,Personal Reasons,Yes
703125,217815,2025-05-22,Better Opportunity,Yes
703126,217817,2025-04-11,Compensation,Yes
703127,217830,2026-05-19,Career Growth,Yes
703128,217833,2022-10-02,Performance Issues,No
703129,217838,2020-01-09,Compensation,Yes
703130,217842,2019-04-29,Compensation,Yes
703131,217843,2020-05-26,Career Growth,Yes
703132,217849,2025-12-27,Better Opportunity,Yes
703133,217861,2024-07-07,Compensation,Yes
703134,217878,2026-06-26,Better Opportunity,Yes
703135,217880,2020-02-11,Career Growth,Yes
703136,217881,2024-12-26,Better Opportunity,Yes
703137,217883,2022-08-24,Better Opportunity,Yes
703138,217888,2025-12-23,Career Growth,Yes
703139,217893,2024-09-27,Compensation,Yes
703140,217903,2026-01-01,Better Opportunity,Yes
703141,217904,2026-02-28,Personal Reasons,Yes
703142,217906,2026-05-27,Better Opportunity,Yes
703143,217910,2025-12-19,Better Opportunity,Yes
703144,217912,2025-08-07,Career Growth,Yes
703145,217920,2023-01-31,Better Opportunity,Yes
703146,217922,2022-12-07,Career Growth,Yes
703147,217926,2023-06-04,Better Opportunity,Yes
703148,217934,2024-06-07,Better Opportunity,Yes
703149,217935,2022-02-01,Better Opportunity,Yes
703150,217942,2026-04-28,Compensation,Yes
703151,217947,2023-11-18,Career Growth,Yes
703152,217951,2026-03-23,Compensation,Yes
703153,217962,2023-01-11,Personal Reasons,Yes
703154,217972,2024-03-27,Career Growth,Yes
703155,217975,2024-05-08,Better Opportunity,Yes
703156,217976,2026-01-22,Better Opportunity,Yes
703157,217978,2021-12-27,Compensation,Yes
703158,217985,2025-08-08,Higher Education,Yes
703159,217987,2026-01-16,Better Opportunity,Yes
703160,217989,2024-04-06,Compensation,Yes
703161,217993,2020-04-26,Better Opportunity,Yes
703162,217994,2026-05-15,Compensation,Yes
703163,217997,2025-12-23,Career Growth,Yes
703164,218002,2020-03-15,Career Growth,Yes
703165,218006,2025-01-10,Career Growth,Yes
703166,218010,2025-01-24,Better Opportunity,Yes
703167,218012,2022-06-20,Compensation,Yes
703168,218014,2025-12-28,Better Opportunity,Yes
703169,218024,2023-06-05,Better Opportunity,Yes
703170,218025,2021-01-06,Personal Reasons,Yes
703171,218026,2025-09-30,Performance Issues,No
703172,218027,2023-04-09,Career Growth,Yes
703173,218028,2026-01-30,Compensation,Yes
703174,218033,2023-04-02,Better Opportunity,Yes
703175,218039,2024-08-20,Personal Reasons,Yes
703176,218042,2022-10-15,Better Opportunity,Yes
703177,218045,2022-01-22,Better Opportunity,Yes
703178,218065,2024-07-13,Compensation,Yes
703179,218067,2024-03-24,Career Growth,Yes
703180,218075,2024-12-28,Personal Reasons,Yes
703181,218078,2019-11-05,Career Growth,Yes
703182,218081,2024-02-14,Relocation,Yes
703183,218085,2025-02-20,Career Growth,Yes
703184,218090,2026-02-17,Better Opportunity,Yes
703185,218092,2025-10-28,Personal Reasons,Yes
703186,218093,2021-05-07,Compensation,Yes
703187,218105,2025-04-29,Better Opportunity,Yes
703188,218106,2026-02-10,Better Opportunity,Yes
703189,218117,2023-10-03,Career Growth,Yes
703190,218121,2023-11-04,Better Opportunity,Yes
703191,218122,2026-03-19,Compensation,Yes
703192,218124,2024-01-06,Career Growth,Yes
703193,218129,2024-05-30,Better Opportunity,Yes
703194,218133,2025-01-02,Performance Issues,No
703195,218134,2026-02-28,Career Growth,Yes
703196,218138,2026-05-09,Personal Reasons,Yes
703197,218140,2022-02-05,Higher Education,Yes
703198,218141,2022-04-05,Personal Reasons,Yes
703199,218158,2025-02-19,Better Opportunity,Yes
703200,218161,2025-05-06,Better Opportunity,Yes
703201,218172,2024-10-13,Personal Reasons,Yes
703202,218174,2023-12-15,Higher Education,Yes
703203,218178,2025-01-14,Better Opportunity,Yes
703204,218184,2025-01-28,Compensation,Yes
703205,218189,2025-04-08,Personal Reasons,Yes
703206,218198,2026-03-01,Compensation,Yes
703207,218211,2026-05-05,Career Growth,Yes
703208,218218,2025-03-13,Career Growth,Yes
703209,218230,2021-12-19,Relocation,Yes
703210,218231,2025-04-07,Personal Reasons,Yes
703211,218232,2026-05-13,Personal Reasons,Yes
703212,218236,2022-04-15,Personal Reasons,Yes
703213,218239,2024-04-21,Compensation,Yes
703214,218251,2026-01-02,Career Growth,Yes
703215,218252,2023-11-21,Compensation,Yes
703216,218255,2023-12-29,Better Opportunity,Yes
703217,218257,2022-09-11,Compensation,Yes
703218,218259,2024-10-07,Better Opportunity,Yes
703219,218265,2026-05-20,Better Opportunity,Yes
703220,218268,2026-04-29,Career Growth,Yes
703221,218271,2023-12-03,Career Growth,Yes
703222,218280,2024-03-02,Career Growth,Yes
703223,218285,2025-12-28,Compensation,Yes
703224,218288,2026-05-10,Relocation,Yes
703225,218293,2019-08-31,Personal Reasons,Yes
703226,218296,2021-05-04,Career Growth,Yes
703227,218306,2026-06-12,Compensation,Yes
703228,218319,2021-12-22,Better Opportunity,Yes
703229,218321,2025-10-17,Better Opportunity,Yes
703230,218322,2026-03-09,Better Opportunity,Yes
703231,218328,2020-12-20,Career Growth,Yes
703232,218332,2026-01-28,Career Growth,Yes
703233,218334,2026-01-13,Performance Issues,No
703234,218335,2025-05-22,Better Opportunity,Yes
703235,218346,2020-02-25,Better Opportunity,Yes
703236,218356,2026-05-26,Personal Reasons,Yes
703237,218362,2026-01-05,Career Growth,Yes
703238,218375,2025-01-17,Better Opportunity,Yes
703239,218392,2024-11-20,Better Opportunity,Yes
703240,218394,2020-01-27,Performance Issues,No
703241,218398,2026-05-08,Better Opportunity,Yes
703242,218402,2023-07-06,Personal Reasons,Yes
703243,218412,2025-06-12,Better Opportunity,Yes
703244,218415,2026-05-03,Better Opportunity,Yes
703245,218421,2025-11-14,Compensation,Yes
703246,218425,2023-03-23,Career Growth,Yes
703247,218427,2022-05-26,Career Growth,Yes
703248,218439,2021-11-14,Personal Reasons,Yes
703249,218452,2025-06-10,Better Opportunity,Yes
703250,218454,2024-01-02,Better Opportunity,Yes
703251,218456,2024-12-24,Better Opportunity,Yes
703252,218458,2024-12-10,Higher Education,Yes
703253,218466,2025-04-13,Better Opportunity,Yes
703254,218467,2023-02-18,Better Opportunity,Yes
703255,218469,2024-12-18,Better Opportunity,Yes
703256,218475,2020-09-03,Career Growth,Yes
703257,218477,2022-11-08,Career Growth,Yes
703258,218481,2026-06-24,Personal Reasons,Yes
703259,218490,2025-08-24,Performance Issues,No
703260,218504,2025-11-25,Personal Reasons,Yes
703261,218515,2025-08-18,Career Growth,Yes
703262,218527,2025-06-13,Better Opportunity,Yes
703263,218529,2019-12-23,Compensation,Yes
703264,218532,2020-07-15,Better Opportunity,Yes
703265,218533,2023-05-09,Relocation,Yes
703266,218536,2024-11-02,Career Growth,Yes
703267,218537,2026-05-10,Career Growth,Yes
703268,218540,2026-02-24,Better Opportunity,Yes
703269,218541,2026-02-10,Personal Reasons,Yes
703270,218547,2025-06-04,Performance Issues,No
703271,218551,2024-10-03,Personal Reasons,Yes
703272,218552,2022-03-17,Better Opportunity,Yes
703273,218559,2022-07-17,Better Opportunity,Yes
703274,218563,2026-03-16,Personal Reasons,Yes
703275,218567,2026-06-28,Better Opportunity,Yes
703276,218575,2024-09-29,Relocation,Yes
703277,218576,2025-06-04,Career Growth,Yes
703278,218590,2023-05-24,Career Growth,Yes
703279,218596,2026-01-19,Better Opportunity,Yes
703280,218599,2023-11-20,Compensation,Yes
703281,218601,2025-10-31,Performance Issues,No
703282,218607,2020-11-19,Compensation,Yes
703283,218616,2019-12-30,Personal Reasons,Yes
703284,218622,2022-12-19,Career Growth,Yes
703285,218625,2022-10-23,Better Opportunity,Yes
703286,218635,2024-02-12,Career Growth,Yes
703287,218644,2026-05-16,Better Opportunity,Yes
703288,218650,2024-07-09,Better Opportunity,Yes
703289,218659,2020-06-21,Career Growth,Yes
703290,218674,2026-03-23,Career Growth,Yes
703291,218677,2026-04-30,Better Opportunity,Yes
703292,218681,2026-05-17,Better Opportunity,Yes
703293,218682,2026-03-17,Career Growth,Yes
703294,218684,2026-03-29,Compensation,Yes
703295,218695,2025-07-12,Better Opportunity,Yes
703296,218699,2026-07-07,Performance Issues,No
703297,218705,2025-08-17,Better Opportunity,Yes
703298,218716,2022-07-09,Better Opportunity,Yes
703299,218718,2026-04-04,Compensation,Yes
703300,218724,2026-04-21,Career Growth,Yes
703301,218726,2023-06-04,Better Opportunity,Yes
703302,218727,2026-03-09,Career Growth,Yes
703303,218729,2019-11-15,Better Opportunity,Yes
703304,218732,2023-10-10,Compensation,Yes
703305,218736,2026-05-15,Personal Reasons,Yes
703306,218742,2025-03-16,Personal Reasons,Yes
703307,218745,2024-11-20,Career Growth,Yes
703308,218751,2022-01-22,Better Opportunity,Yes
703309,218752,2025-08-05,Performance Issues,No
703310,218753,2024-11-13,Career Growth,Yes
703311,218757,2020-07-21,Personal Reasons,Yes
703312,218766,2025-04-30,Better Opportunity,Yes
703313,218767,2026-05-18,Personal Reasons,Yes
703314,218768,2020-05-11,Better Opportunity,Yes
703315,218771,2021-01-10,Better Opportunity,Yes
703316,218778,2025-05-02,Better Opportunity,Yes
703317,218789,2022-12-07,Career Growth,Yes
703318,218793,2023-09-25,Career Growth,Yes
703319,218800,2025-06-29,Personal Reasons,Yes
703320,218801,2021-07-09,Relocation,Yes
703321,218804,2025-10-12,Career Growth,Yes
703322,218806,2021-06-16,Personal Reasons,Yes
703323,218814,2026-06-05,Performance Issues,No
703324,218815,2024-11-21,Career Growth,Yes
703325,218825,2026-03-30,Better Opportunity,Yes
703326,218826,2019-05-13,Better Opportunity,Yes
703327,218834,2021-10-15,Compensation,Yes
703328,218836,2026-06-19,Better Opportunity,Yes
703329,218839,2022-10-22,Personal Reasons,Yes
703330,218841,2022-06-21,Better Opportunity,Yes
703331,218850,2022-11-23,Better Opportunity,Yes
703332,218851,2025-10-27,Compensation,Yes
703333,218861,2019-06-24,Better Opportunity,Yes
703334,218865,2022-05-11,Relocation,Yes
703335,218871,2025-05-26,Compensation,Yes
703336,218877,2025-06-29,Career Growth,Yes
703337,218879,2026-04-11,Better Opportunity,Yes
703338,218882,2018-05-12,Compensation,Yes
703339,218884,2024-03-10,Performance Issues,No
703340,218889,2024-12-17,Personal Reasons,Yes
703341,218896,2024-04-06,Career Growth,Yes
703342,218897,2025-10-30,Better Opportunity,Yes
703343,218903,2025-05-18,Compensation,Yes
703344,218914,2023-07-03,Compensation,Yes
703345,218915,2026-03-20,Better Opportunity,Yes
703346,218919,2023-10-05,Better Opportunity,Yes
703347,218922,2022-03-03,Better Opportunity,Yes
703348,218929,2025-06-07,Better Opportunity,Yes
703349,218938,2022-12-30,Personal Reasons,Yes
703350,218940,2025-02-17,Better Opportunity,Yes
703351,218941,2026-01-21,Career Growth,Yes
703352,218942,2024-04-16,Relocation,Yes
703353,218958,2024-06-26,Compensation,Yes
703354,218959,2021-07-14,Better Opportunity,Yes
703355,218961,2023-09-06,Better Opportunity,Yes
703356,218966,2026-06-09,Performance Issues,No
703357,218970,2023-11-05,Better Opportunity,Yes
703358,218971,2026-01-04,Better Opportunity,Yes
703359,218974,2024-07-15,Better Opportunity,Yes
703360,218984,2022-03-04,Personal Reasons,Yes
703361,219016,2025-08-22,Better Opportunity,Yes
703362,219020,2025-12-29,Better Opportunity,Yes
703363,219023,2024-06-02,Better Opportunity,Yes
703364,219025,2022-01-13,Compensation,Yes
703365,219030,2022-04-18,Personal Reasons,Yes
703366,219031,2022-10-29,Compensation,Yes
703367,219036,2024-10-07,Personal Reasons,Yes
703368,219039,2023-12-02,Higher Education,Yes
703369,219068,2024-10-25,Performance Issues,No
703370,219070,2024-04-05,Higher Education,Yes
703371,219079,2023-08-13,Better Opportunity,Yes
703372,219082,2021-09-14,Personal Reasons,Yes
703373,219088,2025-07-29,Personal Reasons,Yes
703374,219089,2025-12-05,Personal Reasons,Yes
703375,219093,2024-12-29,Career Growth,Yes
703376,219094,2025-06-02,Better Opportunity,Yes
703377,219098,2023-02-08,Performance Issues,No
703378,219102,2024-12-05,Better Opportunity,Yes
703379,219105,2026-05-25,Compensation,Yes
703380,219123,2022-03-27,Career Growth,Yes
703381,219128,2026-04-25,Better Opportunity,Yes
703382,219137,2025-07-14,Career Growth,Yes
703383,219143,2025-11-05,Career Growth,Yes
703384,219146,2023-02-13,Career Growth,Yes
703385,219153,2024-12-07,Personal Reasons,Yes
703386,219160,2026-03-30,Performance Issues,No
703387,219174,2024-09-01,Compensation,Yes
703388,219182,2023-12-12,Better Opportunity,Yes
703389,219188,2024-02-12,Career Growth,Yes
703390,219190,2024-12-19,Career Growth,Yes
703391,219198,2022-08-18,Compensation,Yes
703392,219203,2024-10-26,Personal Reasons,Yes
703393,219205,2020-04-18,Career Growth,Yes
703394,219206,2023-05-09,Better Opportunity,Yes
703395,219214,2025-10-14,Compensation,Yes
703396,219217,2021-10-03,Compensation,Yes
703397,219223,2021-12-24,Relocation,Yes
703398,219227,2023-09-09,Personal Reasons,Yes
703399,219230,2021-08-04,Personal Reasons,Yes
703400,219231,2024-06-25,Performance Issues,No
703401,219232,2022-08-17,Better Opportunity,Yes
703402,219233,2021-12-11,Performance Issues,No
703403,219235,2023-04-27,Personal Reasons,Yes
703404,219247,2026-03-30,Career Growth,Yes
703405,219253,2020-12-07,Compensation,Yes
703406,219254,2026-06-21,Better Opportunity,Yes
703407,219258,2023-03-12,Better Opportunity,Yes
703408,219266,2026-04-03,Better Opportunity,Yes
703409,219281,2026-03-12,Better Opportunity,Yes
703410,219284,2024-02-05,Personal Reasons,Yes
703411,219287,2023-09-05,Better Opportunity,Yes
703412,219290,2024-05-19,Compensation,Yes
703413,219295,2022-02-21,Career Growth,Yes
703414,219299,2023-08-11,Career Growth,Yes
703415,219302,2023-11-23,Personal Reasons,Yes
703416,219311,2023-06-23,Personal Reasons,Yes
703417,219320,2022-08-11,Career Growth,Yes
703418,219321,2020-01-18,Personal Reasons,Yes
703419,219324,2024-04-12,Better Opportunity,Yes
703420,219325,2025-08-11,Career Growth,Yes
703421,219327,2025-03-23,Better Opportunity,Yes
703422,219335,2025-12-12,Better Opportunity,Yes
703423,219336,2022-02-23,Better Opportunity,Yes
703424,219339,2023-07-06,Better Opportunity,Yes
703425,219341,2024-06-26,Better Opportunity,Yes
703426,219343,2023-11-28,Career Growth,Yes
703427,219346,2022-06-08,Personal Reasons,Yes
703428,219349,2026-07-05,Career Growth,Yes
703429,219353,2021-05-09,Personal Reasons,Yes
703430,219358,2019-05-15,Career Growth,Yes
703431,219360,2023-12-13,Relocation,Yes
703432,219361,2022-07-19,Compensation,Yes
703433,219376,2026-05-14,Career Growth,Yes
703434,219377,2026-06-18,Personal Reasons,Yes
703435,219385,2025-12-12,Higher Education,Yes
703436,219386,2021-08-22,Personal Reasons,Yes
703437,219389,2024-04-24,Career Growth,Yes
703438,219391,2019-02-13,Better Opportunity,Yes
703439,219396,2024-11-25,Career Growth,Yes
703440,219406,2025-01-24,Better Opportunity,Yes
703441,219407,2025-01-26,Better Opportunity,Yes
703442,219411,2026-02-09,Better Opportunity,Yes
703443,219415,2023-04-24,Better Opportunity,Yes
703444,219416,2025-04-29,Better Opportunity,Yes
703445,219446,2024-07-26,Better Opportunity,Yes
703446,219454,2023-01-15,Better Opportunity,Yes
703447,219457,2023-01-06,Personal Reasons,Yes
703448,219458,2026-06-04,Better Opportunity,Yes
703449,219459,2022-11-12,Better Opportunity,Yes
703450,219462,2026-03-21,Career Growth,Yes
703451,219466,2022-11-15,Performance Issues,No
703452,219478,2025-02-03,Career Growth,Yes
703453,219488,2021-07-30,Better Opportunity,Yes
703454,219493,2025-11-14,Performance Issues,No
703455,219499,2025-08-07,Compensation,Yes
703456,219505,2021-03-06,Higher Education,Yes
703457,219517,2025-10-05,Personal Reasons,Yes
703458,219542,2025-08-18,Better Opportunity,Yes
703459,219544,2024-07-19,Compensation,Yes
703460,219548,2023-02-19,Personal Reasons,Yes
703461,219552,2025-03-01,Better Opportunity,Yes
703462,219554,2024-03-08,Career Growth,Yes
703463,219556,2026-04-23,Better Opportunity,Yes
703464,219558,2026-04-23,Career Growth,Yes
703465,219559,2020-10-24,Relocation,Yes
703466,219561,2026-04-06,Higher Education,Yes
703467,219562,2023-02-24,Compensation,Yes
703468,219563,2019-10-16,Career Growth,Yes
703469,219567,2025-05-25,Better Opportunity,Yes
703470,219570,2025-06-12,Personal Reasons,Yes
703471,219578,2024-10-22,Relocation,Yes
703472,219582,2025-03-02,Better Opportunity,Yes
703473,219594,2022-07-09,Career Growth,Yes
703474,219597,2024-02-08,Better Opportunity,Yes
703475,219605,2025-02-15,Better Opportunity,Yes
703476,219606,2025-06-17,Career Growth,Yes
703477,219611,2025-10-22,Career Growth,Yes
703478,219614,2021-01-01,Better Opportunity,Yes
703479,219621,2026-01-20,Performance Issues,No
703480,219626,2024-11-02,Personal Reasons,Yes
703481,219640,2024-01-05,Compensation,Yes
703482,219645,2025-08-10,Better Opportunity,Yes
703483,219648,2024-12-28,Better Opportunity,Yes
703484,219654,2024-11-30,Better Opportunity,Yes
703485,219655,2025-11-08,Career Growth,Yes
703486,219658,2026-06-14,Compensation,Yes
703487,219660,2026-02-23,Better Opportunity,Yes
703488,219661,2023-08-07,Personal Reasons,Yes
703489,219662,2022-11-21,Career Growth,Yes
703490,219668,2025-01-23,Better Opportunity,Yes
703491,219669,2024-03-17,Better Opportunity,Yes
703492,219679,2020-02-16,Career Growth,Yes
703493,219682,2023-04-24,Better Opportunity,Yes
703494,219689,2026-04-27,Performance Issues,No
703495,219694,2023-08-29,Higher Education,Yes
703496,219699,2022-07-22,Career Growth,Yes
703497,219710,2026-01-13,Better Opportunity,Yes
703498,219716,2021-03-22,Career Growth,Yes
703499,219724,2024-09-15,Career Growth,Yes
703500,219728,2025-06-01,Relocation,Yes
703501,219737,2025-02-04,Better Opportunity,Yes
703502,219740,2025-05-07,Personal Reasons,Yes
703503,219744,2022-06-12,Better Opportunity,Yes
703504,219754,2019-05-21,Better Opportunity,Yes
703505,219765,2026-01-21,Better Opportunity,Yes
703506,219767,2026-04-06,Better Opportunity,Yes
703507,219768,2025-11-29,Performance Issues,No
703508,219770,2021-12-19,Better Opportunity,Yes
703509,219772,2023-05-13,Better Opportunity,Yes
703510,219775,2021-10-29,Better Opportunity,Yes
703511,219777,2025-08-10,Career Growth,Yes
703512,219789,2026-03-09,Career Growth,Yes
703513,219799,2026-05-07,Better Opportunity,Yes
703514,219800,2024-04-14,Better Opportunity,Yes
703515,219805,2024-02-14,Personal Reasons,Yes
703516,219810,2023-05-23,Better Opportunity,Yes
703517,219824,2025-03-22,Better Opportunity,Yes
703518,219826,2026-06-25,Performance Issues,No
703519,219831,2024-10-01,Relocation,Yes
703520,219838,2020-10-02,Personal Reasons,Yes
703521,219842,2023-10-06,Performance Issues,No
703522,219844,2021-11-21,Personal Reasons,Yes
703523,219846,2025-12-21,Better Opportunity,Yes
703524,219863,2026-03-24,Personal Reasons,Yes
703525,219870,2025-04-26,Better Opportunity,Yes
703526,219875,2023-06-10,Relocation,Yes
703527,219876,2026-06-26,Career Growth,Yes
703528,219878,2025-02-10,Better Opportunity,Yes
703529,219888,2022-03-04,Higher Education,Yes
703530,219901,2022-03-27,Relocation,Yes
703531,219910,2026-03-08,Compensation,Yes
703532,219913,2023-02-12,Personal Reasons,Yes
703533,219915,2021-12-04,Career Growth,Yes
703534,219929,2024-12-15,Personal Reasons,Yes
703535,219932,2025-08-13,Compensation,Yes
703536,219935,2024-05-27,Better Opportunity,Yes
703537,219945,2026-02-27,Better Opportunity,Yes
703538,219947,2026-05-06,Better Opportunity,Yes
703539,219951,2025-06-16,Personal Reasons,Yes
703540,219955,2020-02-17,Better Opportunity,Yes
703541,219956,2025-10-31,Compensation,Yes
703542,219957,2021-02-27,Better Opportunity,Yes
703543,219958,2026-05-31,Better Opportunity,Yes
703544,219998,2025-11-22,Better Opportunity,Yes
703545,219999,2022-02-21,Career Growth,Yes
703546,220001,2024-09-12,Career Growth,Yes
703547,220014,2026-05-07,Better Opportunity,Yes
703548,220017,2024-11-30,Better Opportunity,Yes
703549,220032,2023-05-23,Better Opportunity,Yes
703550,220033,2026-03-15,Better Opportunity,Yes
703551,220034,2024-11-04,Relocation,Yes
703552,220051,2022-07-20,Compensation,Yes
703553,220064,2022-05-01,Personal Reasons,Yes
703554,220065,2023-04-14,Personal Reasons,Yes
703555,220068,2025-09-27,Better Opportunity,Yes
703556,220077,2024-08-08,Career Growth,Yes
703557,220080,2023-02-04,Better Opportunity,Yes
703558,220084,2025-09-10,Career Growth,Yes
703559,220087,2025-04-18,Better Opportunity,Yes
703560,220090,2021-08-19,Better Opportunity,Yes
703561,220095,2025-07-05,Personal Reasons,Yes
703562,220107,2022-10-11,Relocation,Yes
703563,220108,2025-01-10,Performance Issues,No
703564,220109,2026-04-26,Better Opportunity,Yes
703565,220110,2025-02-06,Compensation,Yes
703566,220111,2025-09-22,Better Opportunity,Yes
703567,220114,2024-02-03,Better Opportunity,Yes
703568,220116,2025-11-08,Career Growth,Yes
703569,220119,2019-08-19,Personal Reasons,Yes
703570,220121,2024-11-06,Better Opportunity,Yes
703571,220124,2025-11-24,Better Opportunity,Yes
703572,220136,2022-08-29,Compensation,Yes
703573,220145,2019-12-09,Career Growth,Yes
703574,220154,2023-05-27,Better Opportunity,Yes
703575,220159,2025-03-29,Career Growth,Yes
703576,220160,2023-11-26,Better Opportunity,Yes
703577,220164,2025-10-04,Better Opportunity,Yes
703578,220173,2026-05-01,Compensation,Yes
703579,220187,2023-05-21,Career Growth,Yes
703580,220188,2026-05-26,Compensation,Yes
703581,220189,2024-12-08,Career Growth,Yes
703582,220191,2026-03-11,Compensation,Yes
703583,220197,2025-11-25,Compensation,Yes
703584,220203,2023-08-09,Performance Issues,No
703585,220208,2022-11-20,Compensation,Yes
703586,220213,2025-12-30,Better Opportunity,Yes
703587,220215,2021-12-12,Better Opportunity,Yes
703588,220218,2024-01-14,Career Growth,Yes
703589,220221,2026-01-07,Relocation,Yes
703590,220230,2024-08-30,Better Opportunity,Yes
703591,220241,2026-03-03,Relocation,Yes
703592,220242,2022-09-02,Career Growth,Yes
703593,220247,2026-06-05,Better Opportunity,Yes
703594,220250,2026-04-11,Personal Reasons,Yes
703595,220254,2026-04-02,Better Opportunity,Yes
703596,220259,2025-08-23,Higher Education,Yes
703597,220260,2023-03-03,Personal Reasons,Yes
703598,220263,2023-02-15,Personal Reasons,Yes
703599,220270,2023-08-17,Better Opportunity,Yes
703600,220271,2020-04-19,Relocation,Yes
703601,220282,2024-03-10,Better Opportunity,Yes
703602,220286,2023-10-21,Better Opportunity,Yes
703603,220289,2024-02-01,Personal Reasons,Yes
703604,220290,2026-03-21,Career Growth,Yes
703605,220297,2021-06-15,Career Growth,Yes
703606,220301,2019-05-23,Career Growth,Yes
703607,220309,2024-10-29,Personal Reasons,Yes
703608,220322,2025-01-10,Better Opportunity,Yes
703609,220323,2023-08-16,Performance Issues,No
703610,220326,2025-05-03,Relocation,Yes
703611,220332,2021-02-15,Better Opportunity,Yes
703612,220335,2024-01-27,Compensation,Yes
703613,220338,2025-06-13,Better Opportunity,Yes
703614,220339,2021-05-09,Career Growth,Yes
703615,220343,2025-07-20,Compensation,Yes
703616,220344,2025-02-23,Higher Education,Yes
703617,220354,2025-06-18,Better Opportunity,Yes
703618,220366,2026-01-07,Better Opportunity,Yes
703619,220376,2024-06-16,Better Opportunity,Yes
703620,220381,2026-02-20,Performance Issues,No
703621,220385,2024-04-02,Better Opportunity,Yes
703622,220406,2023-11-29,Better Opportunity,Yes
703623,220408,2026-05-31,Better Opportunity,Yes
703624,220417,2018-10-23,Better Opportunity,Yes
703625,220419,2025-10-22,Compensation,Yes
703626,220422,2026-06-12,Better Opportunity,Yes
703627,220424,2026-06-11,Better Opportunity,Yes
703628,220429,2020-05-20,Personal Reasons,Yes
703629,220435,2023-01-19,Relocation,Yes
703630,220445,2025-12-06,Compensation,Yes
703631,220453,2026-01-06,Better Opportunity,Yes
703632,220477,2026-03-02,Career Growth,Yes
703633,220482,2025-03-17,Compensation,Yes
703634,220483,2019-11-01,Better Opportunity,Yes
703635,220484,2024-10-05,Better Opportunity,Yes
703636,220486,2026-01-26,Better Opportunity,Yes
703637,220493,2025-09-30,Better Opportunity,Yes
703638,220495,2025-08-26,Better Opportunity,Yes
703639,220500,2020-06-25,Better Opportunity,Yes
703640,220508,2025-03-24,Compensation,Yes
703641,220517,2022-12-23,Better Opportunity,Yes
703642,220519,2024-09-07,Better Opportunity,Yes
703643,220529,2023-10-08,Better Opportunity,Yes
703644,220534,2024-09-23,Better Opportunity,Yes
703645,220536,2026-05-26,Better Opportunity,Yes
703646,220544,2024-03-19,Career Growth,Yes
703647,220553,2024-05-24,Better Opportunity,Yes
703648,220558,2025-11-05,Performance Issues,No
703649,220559,2023-06-08,Career Growth,Yes
703650,220563,2024-01-06,Better Opportunity,Yes
703651,220573,2023-09-25,Career Growth,Yes
703652,220581,2026-02-06,Career Growth,Yes
703653,220591,2022-06-05,Compensation,Yes
703654,220598,2026-06-17,Better Opportunity,Yes
703655,220604,2025-12-12,Career Growth,Yes
703656,220611,2023-01-22,Relocation,Yes
703657,220613,2021-07-03,Career Growth,Yes
703658,220623,2022-08-26,Better Opportunity,Yes
703659,220628,2022-07-12,Career Growth,Yes
703660,220629,2024-11-28,Higher Education,Yes
703661,220636,2026-01-05,Personal Reasons,Yes
703662,220640,2026-03-09,Career Growth,Yes
703663,220651,2025-12-26,Career Growth,Yes
703664,220654,2025-10-06,Personal Reasons,Yes
703665,220655,2026-03-10,Better Opportunity,Yes
703666,220666,2026-04-27,Career Growth,Yes
703667,220669,2023-12-02,Better Opportunity,Yes
703668,220674,2021-09-18,Better Opportunity,Yes
703669,220678,2024-07-31,Career Growth,Yes
703670,220679,2025-11-28,Personal Reasons,Yes
703671,220680,2022-06-19,Career Growth,Yes
703672,220683,2025-09-07,Personal Reasons,Yes
703673,220686,2021-05-29,Better Opportunity,Yes
703674,220698,2020-04-30,Career Growth,Yes
