employee_id,project_id,project_name,project_type,client_industry,start_date,end_date,role_in_project
EMP_07231,PRJ_0042,Project_0042,Internal,Telecom,2023-05-27,2024-02-05,Tech Lead
EMP_07232,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-08-26,2023-03-26,Manager
EMP_07232,PRJ_0173,Project_0173,Product Development,Manufacturing,2022-11-14,2024-12-31,Analyst
EMP_07232,PRJ_0089,Project_0089,Product Development,Manufacturing,2022-11-21,2024-02-14,Developer
EMP_07232,PRJ_0174,Project_0174,Internal,BFSI,2022-08-26,2024-07-20,Analyst
EMP_07233,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2021-06-18,2023-11-05,Manager
EMP_07234,PRJ_0106,Project_0106,Product Development,Energy,2023-01-23,2023-10-30,Tech Lead
EMP_07234,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2023-01-23,2023-10-30,QA Engineer
EMP_07234,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-01-23,2023-10-30,Tech Lead
EMP_07234,PRJ_0152,Project_0152,Consulting,Telecom,2023-01-23,2023-10-30,Analyst
EMP_07235,PRJ_0162,Project_0162,Product Development,Government,2022-09-02,2024-06-23,Analyst
EMP_07235,PRJ_0123,Project_0123,Digital Transformation,Manufacturing,2022-05-02,2023-11-23,Analyst
EMP_07236,PRJ_0154,Project_0154,Consulting,Healthcare,2022-09-28,2024-09-17,Architect
EMP_07236,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2022-09-15,2024-03-08,Architect
EMP_07236,PRJ_0012,Project_0012,Product Development,Manufacturing,2021-07-15,2022-09-03,Senior Developer
EMP_07237,PRJ_0119,Project_0119,Managed Services,Telecom,2022-04-29,2024-11-29,Consultant
EMP_07237,PRJ_0061,Project_0061,Product Development,BFSI,2022-04-29,2022-12-01,DevOps
EMP_07238,PRJ_0128,Project_0128,Managed Services,Energy,2020-07-08,2021-08-02,Developer
EMP_07238,PRJ_0166,Project_0166,Internal,BFSI,2021-08-07,2023-09-26,Consultant
EMP_07238,PRJ_0091,Project_0091,Consulting,Retail & E-Commerce,2022-11-03,2024-10-27,Architect
EMP_07239,PRJ_0112,Project_0112,Internal,Logistics,2020-04-09,2022-07-28,Consultant
EMP_07240,PRJ_0086,Project_0086,Digital Transformation,Manufacturing,2023-10-22,2023-11-14,Analyst
EMP_07240,PRJ_0115,Project_0115,Managed Services,Healthcare,2023-10-22,2024-04-09,Developer
EMP_07241,PRJ_0160,Project_0160,Consulting,Healthcare,2023-12-14,2024-12-31,Developer
EMP_07242,PRJ_0141,Project_0141,Managed Services,Retail & E-Commerce,2022-04-29,2023-01-19,Tech Lead
EMP_07242,PRJ_0129,Project_0129,Internal,Healthcare,2022-04-29,2024-05-23,Tech Lead
EMP_07242,PRJ_0115,Project_0115,Managed Services,Healthcare,2022-10-17,2024-04-09,DevOps
EMP_07242,PRJ_0096,Project_0096,Product Development,BFSI,2022-04-29,2023-06-01,DevOps
EMP_07243,PRJ_0096,Project_0096,Product Development,BFSI,2023-02-01,2023-06-01,Analyst
EMP_07243,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2023-02-01,2024-10-21,Architect
EMP_07243,PRJ_0139,Project_0139,Internal,BFSI,2023-02-01,2024-12-31,Developer
EMP_07243,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2023-02-01,2024-12-31,Consultant
EMP_07244,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2023-07-28,2023-11-05,Tech Lead
EMP_07244,PRJ_0063,Project_0063,Product Development,Manufacturing,2023-07-28,2023-10-19,Manager
EMP_07244,PRJ_0138,Project_0138,R&D,Telecom,2023-07-28,2024-04-23,Manager
EMP_07244,PRJ_0050,Project_0050,Consulting,BFSI,2023-07-28,2023-11-24,Senior Developer
EMP_07245,PRJ_0050,Project_0050,Consulting,BFSI,2023-06-29,2023-11-24,Tech Lead
EMP_07245,PRJ_0135,Project_0135,R&D,Telecom,2023-06-29,2024-03-11,QA Engineer
EMP_07245,PRJ_0099,Project_0099,Digital Transformation,Healthcare,2023-06-29,2024-03-11,Architect
EMP_07245,PRJ_0066,Project_0066,Product Development,Retail & E-Commerce,2023-06-29,2023-09-24,Senior Developer
EMP_07246,PRJ_0103,Project_0103,Internal,BFSI,2022-12-23,2024-12-31,Senior Developer
EMP_07246,PRJ_0112,Project_0112,Internal,Logistics,2020-04-22,2022-07-28,Architect
EMP_07246,PRJ_0174,Project_0174,Internal,BFSI,2022-02-01,2024-07-20,QA Engineer
EMP_07247,PRJ_0129,Project_0129,Internal,Healthcare,2022-04-28,2024-04-13,Consultant
EMP_07247,PRJ_0039,Project_0039,R&D,BFSI,2022-04-28,2023-09-15,Senior Developer
EMP_07247,PRJ_0115,Project_0115,Managed Services,Healthcare,2022-10-17,2024-04-09,Consultant
EMP_07247,PRJ_0137,Project_0137,Internal,Telecom,2022-04-28,2022-09-18,Consultant
EMP_07248,PRJ_0114,Project_0114,Managed Services,Retail & E-Commerce,2019-09-22,2020-08-24,Senior Developer
EMP_07248,PRJ_0177,Project_0177,Consulting,Telecom,2019-05-13,2020-08-24,DevOps
EMP_07249,PRJ_0145,Project_0145,Internal,BFSI,2021-10-25,2022-04-08,DevOps
EMP_07250,PRJ_0053,Project_0053,Managed Services,Retail & E-Commerce,2022-03-04,2023-01-28,Consultant
EMP_07250,PRJ_0107,Project_0107,Product Development,BFSI,2022-01-02,2022-03-19,Tech Lead
EMP_07250,PRJ_0103,Project_0103,Internal,BFSI,2022-12-23,2024-07-08,Tech Lead
EMP_07251,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-04-30,2022-12-01,QA Engineer
EMP_07252,PRJ_0042,Project_0042,Internal,Telecom,2023-10-15,2024-02-05,Consultant
EMP_07252,PRJ_0135,Project_0135,R&D,Telecom,2023-10-15,2024-10-11,DevOps
EMP_07252,PRJ_0063,Project_0063,Product Development,Manufacturing,2023-10-15,2023-10-19,Analyst
EMP_07252,PRJ_0184,Project_0184,Digital Transformation,Manufacturing,2023-10-15,2024-09-21,Architect
EMP_07253,PRJ_0004,Project_0004,Product Development,Retail & E-Commerce,2022-01-16,2022-03-10,DevOps
EMP_07254,PRJ_0017,Project_0017,Product Development,Manufacturing,2022-10-04,2024-04-26,QA Engineer
EMP_07254,PRJ_0041,Project_0041,Consulting,BFSI,2022-09-10,2023-03-05,Developer
EMP_07255,PRJ_0102,Project_0102,Managed Services,BFSI,2022-06-20,2022-10-07,Architect
EMP_07255,PRJ_0023,Project_0023,R&D,Retail & E-Commerce,2020-02-09,2022-06-28,Consultant
EMP_07255,PRJ_0136,Project_0136,Product Development,Energy,2019-08-23,2021-04-08,QA Engineer
EMP_07255,PRJ_0112,Project_0112,Internal,Logistics,2020-04-09,2022-07-28,Developer
EMP_07256,PRJ_0184,Project_0184,Digital Transformation,Manufacturing,2023-04-13,2024-09-21,Senior Developer
EMP_07256,PRJ_0095,Project_0095,Consulting,Telecom,2023-04-13,2024-05-31,DevOps
EMP_07257,PRJ_0009,Project_0009,Digital Transformation,Government,2021-06-11,2021-12-17,Senior Developer
EMP_07258,PRJ_0085,Project_0085,Digital Transformation,BFSI,2023-07-16,2024-11-04,DevOps
EMP_07259,PRJ_0197,Project_0197,R&D,Manufacturing,2022-11-06,2023-07-29,Manager
EMP_07259,PRJ_0037,Project_0037,Consulting,Healthcare,2022-11-06,2023-07-28,QA Engineer
EMP_07259,PRJ_0042,Project_0042,Internal,Telecom,2022-11-06,2024-02-05,Architect
EMP_07260,PRJ_0010,Project_0010,Internal,Telecom,2021-06-02,2021-12-23,Consultant
EMP_07260,PRJ_0190,Project_0190,Product Development,BFSI,2021-06-02,2022-02-16,Consultant
EMP_07260,PRJ_0079,Project_0079,Consulting,Logistics,2021-12-26,2022-02-16,Analyst
EMP_07261,PRJ_0080,Project_0080,Managed Services,Healthcare,2021-05-25,2021-12-21,Tech Lead
EMP_07261,PRJ_0156,Project_0156,Product Development,Logistics,2021-11-13,2023-05-07,Consultant
EMP_07261,PRJ_0149,Project_0149,R&D,Healthcare,2022-04-07,2024-07-25,Senior Developer
EMP_07261,PRJ_0175,Project_0175,Product Development,Retail & E-Commerce,2020-10-28,2021-10-23,DevOps
EMP_07262,PRJ_0056,Project_0056,Digital Transformation,BFSI,2023-04-14,2024-06-22,Consultant
EMP_07263,PRJ_0174,Project_0174,Internal,BFSI,2022-02-01,2024-07-20,Tech Lead
EMP_07263,PRJ_0020,Project_0020,Digital Transformation,BFSI,2021-07-18,2021-08-13,QA Engineer
EMP_07263,PRJ_0046,Project_0046,R&D,BFSI,2021-07-18,2022-04-10,Senior Developer
EMP_07263,PRJ_0200,Project_0200,Consulting,Retail & E-Commerce,2021-07-18,2022-06-13,DevOps
EMP_07264,PRJ_0198,Project_0198,Managed Services,Telecom,2021-08-04,2022-05-28,Analyst
EMP_07265,PRJ_0062,Project_0062,R&D,BFSI,2023-10-13,2023-10-25,Manager
EMP_07265,PRJ_0115,Project_0115,Managed Services,Healthcare,2023-10-13,2024-04-09,Tech Lead
EMP_07265,PRJ_0013,Project_0013,Consulting,Healthcare,2023-10-13,2024-12-26,Analyst
EMP_07266,PRJ_0156,Project_0156,Product Development,Logistics,2022-08-03,2023-05-07,Analyst
EMP_07266,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2022-12-01,2024-10-21,Developer
EMP_07266,PRJ_0028,Project_0028,Product Development,Healthcare,2022-08-03,2023-03-17,QA Engineer
EMP_07266,PRJ_0048,Project_0048,Consulting,Manufacturing,2022-08-03,2024-02-01,Manager
EMP_07267,PRJ_0050,Project_0050,Consulting,BFSI,2023-05-17,2023-11-24,DevOps
EMP_07268,PRJ_0024,Project_0024,Product Development,BFSI,2020-11-13,2021-05-30,Consultant
EMP_07269,PRJ_0009,Project_0009,Digital Transformation,Government,2020-07-13,2021-09-25,DevOps
EMP_07269,PRJ_0110,Project_0110,R&D,Manufacturing,2020-07-13,2021-03-05,Manager
EMP_07269,PRJ_0086,Project_0086,Digital Transformation,Manufacturing,2021-04-28,2021-09-25,Analyst
EMP_07270,PRJ_0081,Project_0081,Managed Services,Retail & E-Commerce,2022-12-28,2024-12-31,QA Engineer
EMP_07270,PRJ_0135,Project_0135,R&D,Telecom,2022-10-29,2024-10-11,Developer
EMP_07270,PRJ_0162,Project_0162,Product Development,Government,2022-10-29,2024-06-23,Tech Lead
EMP_07270,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2022-10-29,2024-07-24,Senior Developer
EMP_07271,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2022-12-15,2024-02-08,Manager
EMP_07272,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2022-12-01,2023-05-25,Manager
EMP_07272,PRJ_0112,Project_0112,Internal,Logistics,2020-04-09,2022-07-28,Consultant
EMP_07273,PRJ_0138,Project_0138,R&D,Telecom,2023-12-27,2024-04-23,QA Engineer
EMP_07273,PRJ_0155,Project_0155,Product Development,Energy,2023-12-27,2024-06-24,Analyst
EMP_07273,PRJ_0095,Project_0095,Consulting,Telecom,2023-12-27,2024-05-31,Manager
EMP_07274,PRJ_0104,Project_0104,Product Development,Retail & E-Commerce,2023-07-13,2024-11-22,Senior Developer
EMP_07275,PRJ_0012,Project_0012,Product Development,Manufacturing,2021-11-17,2022-09-03,Tech Lead
EMP_07275,PRJ_0074,Project_0074,Managed Services,Telecom,2022-07-28,2024-03-19,Architect
EMP_07275,PRJ_0098,Project_0098,R&D,Manufacturing,2022-03-09,2023-07-02,Developer
EMP_07276,PRJ_0171,Project_0171,Internal,Logistics,2022-12-01,2024-12-31,Consultant
EMP_07277,PRJ_0125,Project_0125,Product Development,BFSI,2021-09-20,2022-05-18,Architect
EMP_07277,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2021-11-20,2024-02-08,Tech Lead
EMP_07277,PRJ_0192,Project_0192,R&D,Healthcare,2021-09-20,2022-03-10,DevOps
EMP_07278,PRJ_0160,Project_0160,Consulting,Healthcare,2023-12-17,2024-12-31,Analyst
EMP_07278,PRJ_0140,Project_0140,R&D,BFSI,2023-12-17,2024-12-31,Developer
EMP_07278,PRJ_0149,Project_0149,R&D,Healthcare,2023-12-17,2024-07-25,Architect
EMP_07278,PRJ_0180,Project_0180,Product Development,Manufacturing,2023-12-17,2024-08-23,QA Engineer
EMP_07279,PRJ_0084,Project_0084,Product Development,Retail & E-Commerce,2021-04-02,2022-03-21,QA Engineer
EMP_07279,PRJ_0183,Project_0183,Consulting,Retail & E-Commerce,2022-01-29,2022-03-21,Analyst
EMP_07280,PRJ_0135,Project_0135,R&D,Telecom,2023-05-01,2024-06-12,DevOps
EMP_07281,PRJ_0066,Project_0066,Product Development,Retail & E-Commerce,2023-04-02,2023-09-24,QA Engineer
EMP_07281,PRJ_0031,Project_0031,Internal,Manufacturing,2023-04-02,2023-07-28,Consultant
EMP_07281,PRJ_0029,Project_0029,Managed Services,Logistics,2023-04-02,2023-11-30,Tech Lead
EMP_07281,PRJ_0048,Project_0048,Consulting,Manufacturing,2023-04-02,2024-02-01,Consultant
EMP_07282,PRJ_0123,Project_0123,Digital Transformation,Manufacturing,2022-05-02,2023-11-23,Developer
EMP_07282,PRJ_0195,Project_0195,Consulting,BFSI,2020-03-12,2021-09-03,Consultant
EMP_07283,PRJ_0001,Project_0001,R&D,Logistics,2021-09-16,2021-09-27,Consultant
EMP_07283,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2021-11-20,2024-02-08,Developer
EMP_07283,PRJ_0057,Project_0057,Digital Transformation,Energy,2021-09-16,2021-09-29,QA Engineer
EMP_07284,PRJ_0146,Project_0146,Product Development,Manufacturing,2020-06-09,2021-09-11,Consultant
EMP_07284,PRJ_0129,Project_0129,Internal,Healthcare,2021-09-06,2024-05-23,Architect
EMP_07284,PRJ_0034,Project_0034,Managed Services,BFSI,2020-08-16,2021-11-09,Consultant
EMP_07285,PRJ_0023,Project_0023,R&D,Retail & E-Commerce,2021-08-21,2021-11-29,Tech Lead
EMP_07285,PRJ_0109,Project_0109,Managed Services,BFSI,2021-11-01,2021-11-29,Senior Developer
EMP_07285,PRJ_0133,Project_0133,Product Development,Manufacturing,2021-08-21,2021-11-29,Tech Lead
EMP_07285,PRJ_0189,Project_0189,Internal,BFSI,2021-10-05,2021-11-29,Senior Developer
EMP_07286,PRJ_0018,Project_0018,Managed Services,Logistics,2022-05-30,2022-12-26,QA Engineer
EMP_07286,PRJ_0139,Project_0139,Internal,BFSI,2022-12-26,2024-12-31,Analyst
EMP_07286,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2022-09-12,2024-04-04,DevOps
EMP_07287,PRJ_0005,Project_0005,Managed Services,Manufacturing,2022-01-15,2022-05-25,Developer
EMP_07287,PRJ_0041,Project_0041,Consulting,BFSI,2022-01-15,2023-03-05,Consultant
EMP_07288,PRJ_0112,Project_0112,Internal,Logistics,2021-02-26,2022-07-28,Analyst
EMP_07288,PRJ_0138,Project_0138,R&D,Telecom,2022-10-31,2024-04-23,QA Engineer
EMP_07289,PRJ_0013,Project_0013,Consulting,Healthcare,2022-09-08,2024-03-03,QA Engineer
EMP_07289,PRJ_0136,Project_0136,Product Development,Energy,2020-05-25,2021-04-08,Manager
EMP_07289,PRJ_0100,Project_0100,Consulting,Healthcare,2021-05-30,2022-02-24,Tech Lead
EMP_07290,PRJ_0196,Project_0196,R&D,Retail & E-Commerce,2020-11-23,2021-07-21,Developer
EMP_07290,PRJ_0078,Project_0078,Digital Transformation,BFSI,2020-07-05,2020-08-14,Architect
EMP_07290,PRJ_0118,Project_0118,Product Development,Logistics,2020-07-05,2021-05-05,Manager
EMP_07291,PRJ_0166,Project_0166,Internal,BFSI,2022-05-23,2023-06-05,Developer
EMP_07291,PRJ_0151,Project_0151,Product Development,Healthcare,2022-11-04,2023-06-05,Senior Developer
EMP_07292,PRJ_0070,Project_0070,Internal,BFSI,2021-01-21,2021-02-17,Architect
EMP_07292,PRJ_0087,Project_0087,Digital Transformation,BFSI,2019-05-04,2021-02-17,Analyst
EMP_07292,PRJ_0072,Project_0072,Internal,Telecom,2020-09-27,2021-02-17,Senior Developer
EMP_07292,PRJ_0052,Project_0052,Product Development,Retail & E-Commerce,2020-04-26,2021-02-17,DevOps
EMP_07293,PRJ_0137,Project_0137,Internal,Telecom,2021-11-22,2022-09-18,Analyst
EMP_07293,PRJ_0074,Project_0074,Managed Services,Telecom,2022-07-28,2023-02-18,Developer
EMP_07293,PRJ_0184,Project_0184,Digital Transformation,Manufacturing,2022-12-01,2023-02-18,Senior Developer
EMP_07294,PRJ_0180,Project_0180,Product Development,Manufacturing,2023-01-23,2023-12-21,Developer
EMP_07295,PRJ_0100,Project_0100,Consulting,Healthcare,2021-12-24,2022-02-24,DevOps
EMP_07295,PRJ_0061,Project_0061,Product Development,BFSI,2021-12-24,2022-12-01,QA Engineer
EMP_07295,PRJ_0171,Project_0171,Internal,Logistics,2022-12-01,2024-09-27,Senior Developer
EMP_07295,PRJ_0173,Project_0173,Product Development,Manufacturing,2022-11-14,2024-09-27,Consultant
EMP_07296,PRJ_0115,Project_0115,Managed Services,Healthcare,2022-10-17,2023-08-29,DevOps
EMP_07296,PRJ_0100,Project_0100,Consulting,Healthcare,2022-02-04,2022-02-24,Developer
EMP_07296,PRJ_0187,Project_0187,Managed Services,Energy,2022-02-04,2023-04-14,Analyst
EMP_07296,PRJ_0112,Project_0112,Internal,Logistics,2022-02-04,2022-07-28,DevOps
EMP_07297,PRJ_0136,Project_0136,Product Development,Energy,2020-01-06,2020-12-10,Developer
EMP_07297,PRJ_0186,Project_0186,Managed Services,Retail & E-Commerce,2020-01-06,2020-12-10,Manager
EMP_07298,PRJ_0039,Project_0039,R&D,BFSI,2021-09-25,2023-09-15,Consultant
EMP_07299,PRJ_0015,Project_0015,Consulting,Retail & E-Commerce,2022-10-23,2023-01-31,Developer
EMP_07300,PRJ_0123,Project_0123,Digital Transformation,Manufacturing,2023-07-25,2023-11-23,Developer
EMP_07300,PRJ_0033,Project_0033,Consulting,Telecom,2023-07-25,2024-04-27,Architect
EMP_07300,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-07-25,2024-04-27,Architect
EMP_07300,PRJ_0171,Project_0171,Internal,Logistics,2023-07-25,2024-04-27,Consultant
EMP_07301,PRJ_0005,Project_0005,Managed Services,Manufacturing,2021-12-27,2022-05-25,Analyst
EMP_07301,PRJ_0003,Project_0003,Digital Transformation,Telecom,2021-12-27,2023-12-24,DevOps
EMP_07302,PRJ_0138,Project_0138,R&D,Telecom,2022-10-31,2024-04-23,Analyst
EMP_07302,PRJ_0081,Project_0081,Managed Services,Retail & E-Commerce,2022-12-28,2024-12-31,Architect
EMP_07303,PRJ_0069,Project_0069,R&D,BFSI,2022-05-27,2022-09-08,Developer
EMP_07304,PRJ_0174,Project_0174,Internal,BFSI,2022-11-26,2023-03-04,Architect
EMP_07304,PRJ_0187,Project_0187,Managed Services,Energy,2022-11-26,2023-03-04,Senior Developer
EMP_07305,PRJ_0003,Project_0003,Digital Transformation,Telecom,2023-11-21,2023-12-24,Developer
EMP_07305,PRJ_0081,Project_0081,Managed Services,Retail & E-Commerce,2023-11-21,2024-11-04,Consultant
EMP_07305,PRJ_0099,Project_0099,Digital Transformation,Healthcare,2023-11-21,2024-11-04,Developer
EMP_07306,PRJ_0138,Project_0138,R&D,Telecom,2023-06-17,2024-04-23,Analyst
EMP_07306,PRJ_0074,Project_0074,Managed Services,Telecom,2023-06-17,2024-03-19,DevOps
EMP_07307,PRJ_0005,Project_0005,Managed Services,Manufacturing,2022-02-15,2022-05-25,Architect
EMP_07307,PRJ_0033,Project_0033,Consulting,Telecom,2022-12-25,2024-12-31,DevOps
EMP_07307,PRJ_0061,Project_0061,Product Development,BFSI,2022-02-15,2022-12-01,Developer
EMP_07307,PRJ_0023,Project_0023,R&D,Retail & E-Commerce,2022-02-15,2022-06-28,Consultant
EMP_07308,PRJ_0147,Project_0147,Internal,Manufacturing,2021-11-30,2022-12-08,DevOps
EMP_07308,PRJ_0055,Project_0055,Product Development,Retail & E-Commerce,2020-03-06,2020-09-02,QA Engineer
EMP_07308,PRJ_0097,Project_0097,Managed Services,BFSI,2020-02-25,2022-08-13,QA Engineer
EMP_07309,PRJ_0147,Project_0147,Internal,Manufacturing,2023-01-14,2023-05-24,Senior Developer
EMP_07309,PRJ_0104,Project_0104,Product Development,Retail & E-Commerce,2023-01-14,2024-11-22,Consultant
EMP_07310,PRJ_0003,Project_0003,Digital Transformation,Telecom,2021-06-05,2022-02-08,Architect
EMP_07311,PRJ_0131,Project_0131,Managed Services,Retail & E-Commerce,2022-07-26,2023-01-04,Architect
EMP_07312,PRJ_0096,Project_0096,Product Development,BFSI,2022-09-15,2023-06-01,Consultant
EMP_07312,PRJ_0013,Project_0013,Consulting,Healthcare,2022-09-15,2024-12-26,Manager
EMP_07313,PRJ_0043,Project_0043,Digital Transformation,BFSI,2020-07-20,2022-04-06,Analyst
EMP_07313,PRJ_0173,Project_0173,Product Development,Manufacturing,2022-11-14,2024-12-31,Developer
EMP_07313,PRJ_0189,Project_0189,Internal,BFSI,2021-10-05,2023-03-29,Tech Lead
EMP_07314,PRJ_0085,Project_0085,Digital Transformation,BFSI,2022-11-25,2023-04-13,Consultant
EMP_07314,PRJ_0160,Project_0160,Consulting,Healthcare,2022-11-25,2023-04-13,Consultant
EMP_07314,PRJ_0182,Project_0182,Managed Services,BFSI,2022-11-25,2023-04-13,Developer
EMP_07315,PRJ_0025,Project_0025,R&D,Retail & E-Commerce,2022-05-05,2022-11-22,Developer
EMP_07315,PRJ_0079,Project_0079,Consulting,Logistics,2022-05-05,2022-11-21,QA Engineer
EMP_07315,PRJ_0183,Project_0183,Consulting,Retail & E-Commerce,2022-05-05,2022-12-25,Consultant
EMP_07315,PRJ_0132,Project_0132,R&D,BFSI,2022-05-05,2024-07-07,Developer
EMP_07316,PRJ_0185,Project_0185,Consulting,Energy,2022-10-27,2024-05-18,Consultant
EMP_07317,PRJ_0048,Project_0048,Consulting,Manufacturing,2023-10-16,2024-02-01,Architect
EMP_07317,PRJ_0063,Project_0063,Product Development,Manufacturing,2023-10-16,2023-10-19,Senior Developer
EMP_07318,PRJ_0098,Project_0098,R&D,Manufacturing,2022-09-11,2023-07-02,DevOps
EMP_07318,PRJ_0127,Project_0127,Consulting,Manufacturing,2022-09-11,2023-03-06,Tech Lead
EMP_07319,PRJ_0106,Project_0106,Product Development,Energy,2022-04-19,2024-02-13,Manager
EMP_07320,PRJ_0189,Project_0189,Internal,BFSI,2021-10-05,2023-03-29,Architect
EMP_07320,PRJ_0104,Project_0104,Product Development,Retail & E-Commerce,2022-04-07,2024-11-22,QA Engineer
EMP_07321,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-12-25,2023-03-26,Architect
EMP_07321,PRJ_0171,Project_0171,Internal,Logistics,2022-12-25,2024-10-29,Consultant
EMP_07321,PRJ_0059,Project_0059,Internal,Retail & E-Commerce,2022-12-25,2023-05-19,Manager
EMP_07322,PRJ_0173,Project_0173,Product Development,Manufacturing,2022-11-14,2024-12-31,Manager
EMP_07323,PRJ_0103,Project_0103,Internal,BFSI,2022-12-23,2024-12-31,Tech Lead
EMP_07323,PRJ_0013,Project_0013,Consulting,Healthcare,2022-09-08,2024-12-26,Manager
EMP_07323,PRJ_0154,Project_0154,Consulting,Healthcare,2022-09-28,2024-09-17,DevOps
EMP_07323,PRJ_0182,Project_0182,Managed Services,BFSI,2022-09-01,2024-01-05,Tech Lead
EMP_07324,PRJ_0030,Project_0030,Managed Services,BFSI,2020-08-19,2021-03-17,Tech Lead
EMP_07324,PRJ_0116,Project_0116,R&D,BFSI,2020-03-13,2021-11-27,Tech Lead
EMP_07325,PRJ_0072,Project_0072,Internal,Telecom,2020-09-27,2021-07-24,QA Engineer
EMP_07325,PRJ_0108,Project_0108,Product Development,BFSI,2020-04-15,2021-09-12,Senior Developer
EMP_07325,PRJ_0133,Project_0133,Product Development,Manufacturing,2020-04-15,2022-01-03,Analyst
EMP_07326,PRJ_0126,Project_0126,Consulting,Healthcare,2021-11-28,2021-12-24,Tech Lead
EMP_07326,PRJ_0188,Project_0188,Product Development,Retail & E-Commerce,2021-11-28,2022-05-18,DevOps
EMP_07326,PRJ_0060,Project_0060,Consulting,BFSI,2021-11-28,2022-05-18,Developer
EMP_07326,PRJ_0169,Project_0169,Internal,BFSI,2021-11-28,2022-03-17,QA Engineer
EMP_07327,PRJ_0131,Project_0131,Managed Services,Retail & E-Commerce,2022-06-17,2023-01-04,QA Engineer
EMP_07327,PRJ_0183,Project_0183,Consulting,Retail & E-Commerce,2022-06-17,2022-12-25,Architect
EMP_07328,PRJ_0195,Project_0195,Consulting,BFSI,2021-05-26,2021-09-03,Developer
EMP_07328,PRJ_0068,Project_0068,Managed Services,Energy,2022-04-26,2024-12-31,Consultant
EMP_07328,PRJ_0066,Project_0066,Product Development,Retail & E-Commerce,2022-08-30,2023-09-24,Manager
EMP_07329,PRJ_0061,Project_0061,Product Development,BFSI,2021-04-20,2022-03-29,Developer
EMP_07329,PRJ_0048,Project_0048,Consulting,Manufacturing,2022-01-12,2022-03-29,Senior Developer
EMP_07329,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2021-06-18,2022-03-29,Developer
EMP_07330,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2023-11-28,2024-02-08,QA Engineer
EMP_07330,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2023-11-28,2024-04-04,Analyst
EMP_07330,PRJ_0185,Project_0185,Consulting,Energy,2023-11-28,2024-05-18,QA Engineer
EMP_07330,PRJ_0070,Project_0070,Internal,BFSI,2023-11-28,2023-12-07,Analyst
EMP_07331,PRJ_0070,Project_0070,Internal,BFSI,2023-02-07,2023-12-07,Consultant
EMP_07331,PRJ_0119,Project_0119,Managed Services,Telecom,2023-02-07,2024-11-29,DevOps
EMP_07331,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2023-02-07,2024-03-08,QA Engineer
EMP_07331,PRJ_0013,Project_0013,Consulting,Healthcare,2023-02-07,2024-12-26,Consultant
EMP_07332,PRJ_0184,Project_0184,Digital Transformation,Manufacturing,2023-02-22,2024-02-05,Tech Lead
EMP_07332,PRJ_0070,Project_0070,Internal,BFSI,2023-02-22,2023-12-07,Manager
EMP_07333,PRJ_0089,Project_0089,Product Development,Manufacturing,2023-09-04,2024-02-14,Architect
EMP_07333,PRJ_0166,Project_0166,Internal,BFSI,2023-09-04,2023-09-26,Senior Developer
EMP_07333,PRJ_0190,Project_0190,Product Development,BFSI,2023-09-04,2023-10-09,Developer
EMP_07334,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2023-03-05,2024-04-04,Senior Developer
EMP_07334,PRJ_0104,Project_0104,Product Development,Retail & E-Commerce,2023-03-05,2024-11-22,Architect
EMP_07335,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2022-03-10,2024-02-08,Senior Developer
EMP_07335,PRJ_0085,Project_0085,Digital Transformation,BFSI,2022-09-16,2024-11-04,Manager
EMP_07335,PRJ_0119,Project_0119,Managed Services,Telecom,2022-03-15,2024-11-29,Developer
EMP_07335,PRJ_0155,Project_0155,Product Development,Energy,2022-03-10,2024-06-24,Architect
EMP_07336,PRJ_0066,Project_0066,Product Development,Retail & E-Commerce,2022-08-30,2022-11-02,Tech Lead
EMP_07336,PRJ_0135,Project_0135,R&D,Telecom,2022-10-22,2022-11-02,DevOps
EMP_07336,PRJ_0141,Project_0141,Managed Services,Retail & E-Commerce,2021-01-29,2022-11-02,DevOps
EMP_07336,PRJ_0159,Project_0159,Digital Transformation,BFSI,2019-06-03,2020-12-10,Manager
