manager_id,employee_id,department,location,team_size,targeted_team_size,experience_years
MGR1117,205610,Data Science,Bengaluru,0,10,10
MGR1118,230251,Sales,Noida,0,13,13
MGR1119,231325,Finance,Pune,0,14,10
MGR1120,221154,Cloud,Pune,0,12,17
MGR1121,232785,Support,Pune,0,13,17
MGR1122,220993,Sales,Chennai,0,15,16
MGR1123,206676,Data Science,Chennai,0,12,19
MGR1124,209534,Engineering,Bengaluru,0,8,15
MGR1125,225770,Sales,Chennai,0,13,13
MGR1126,218085,Sales,Mumbai,0,9,18
MGR1127,202286,HR,Bengaluru,0,12,14
MGR1128,206579,Sales,Mumbai,0,8,20
MGR1129,211023,Engineering,Pune,0,15,17
MGR1130,234698,Sales,Bengaluru,0,11,12
MGR1131,200034,Cyber Security,Pune,0,8,19
MGR1132,217065,Support,Noida,0,15,17
MGR1133,208899,Finance,Mumbai,0,14,10
MGR1134,201262,Marketing,Noida,0,11,10
MGR1135,200481,Sales,Mumbai,0,9,8
MGR1136,231745,HR,Chennai,0,8,11
MGR1137,207020,Support,Hyderabad,0,13,15
MGR1138,234961,HR,Pune,0,10,14
MGR1139,200471,Finance,Mumbai,0,11,14
MGR1140,213311,Engineering,Chennai,0,15,14
MGR1141,229270,Sales,Mumbai,0,8,21
MGR1142,224406,Support,Chennai,0,10,19
MGR1143,225910,Data Science,Noida,0,11,16
MGR1144,218426,Engineering,Hyderabad,0,13,16
MGR1145,225477,Support,Mumbai,0,15,18
MGR1146,233306,Sales,Noida,0,14,16
MGR1147,204964,Cloud,Mumbai,0,10,13
MGR1148,228969,Marketing,Pune,0,13,15
MGR1149,217780,Cyber Security,Hyderabad,0,13,16
MGR1150,223220,HR,Bengaluru,0,12,18
MGR1151,227537,Data Science,Noida,0,15,17
MGR1152,209187,Finance,Bengaluru,0,11,11
MGR1153,213553,Marketing,Noida,0,12,12
MGR1154,231493,Engineering,Pune,0,12,11
MGR1155,229227,HR,Hyderabad,0,12,20
MGR1156,229992,Finance,Hyderabad,0,11,19
MGR1157,215196,Marketing,Bengaluru,0,15,19
MGR1158,219317,Cloud,Hyderabad,0,15,13
MGR1159,230998,Marketing,Hyderabad,0,12,13
MGR1160,233477,Cyber Security,Noida,0,9,12
MGR1161,216856,Data Science,Pune,0,14,17
MGR1162,219612,Data Science,Pune,0,14,22
MGR1163,211128,Finance,Bengaluru,0,13,21
MGR1164,213206,Support,Mumbai,0,10,20
MGR1165,220231,Sales,Mumbai,0,8,12
MGR1166,224871,Sales,Mumbai,0,9,12
MGR1167,227633,Marketing,Bengaluru,0,15,13
MGR1168,215541,Cyber Security,Mumbai,0,12,18
MGR1169,225275,Engineering,Bengaluru,0,15,19
MGR1170,229370,Data Science,Bengaluru,0,11,11
MGR1171,207843,HR,Pune,0,12,21
MGR1172,214936,Data Science,Hyderabad,0,12,22
MGR1173,205327,Marketing,Bengaluru,0,9,10
MGR1174,220046,Support,Mumbai,0,11,17
MGR1175,228677,Cyber Security,Bengaluru,0,8,11
MGR1176,226764,Finance,Noida,0,11,18
MGR1177,234999,Cyber Security,Bengaluru,0,11,18
MGR1178,216955,Sales,Bengaluru,0,9,8
MGR1179,222297,HR,Noida,0,13,14
MGR1180,211186,Support,Pune,0,15,19
MGR1181,212359,Marketing,Mumbai,0,10,9
MGR1182,233754,Finance,Mumbai,0,10,8
MGR1183,202487,Finance,Noida,0,15,14
MGR1184,233928,Sales,Pune,0,11,15
MGR1185,222811,Cyber Security,Mumbai,0,12,20
MGR1186,210247,Cyber Security,Pune,0,12,13
MGR1187,226455,Marketing,Chennai,0,8,18
MGR1188,233270,Data Science,Bengaluru,0,9,22
MGR1189,213953,Cyber Security,Chennai,0,11,18
MGR1190,227911,Cloud,Chennai,0,8,16
MGR1191,210871,Engineering,Pune,0,10,22
MGR1192,227089,Data Science,Pune,0,10,14
MGR1193,216141,Finance,Chennai,0,8,22
MGR1194,201743,HR,Chennai,0,14,21
MGR1195,216210,Data Science,Chennai,0,15,20
MGR1196,226195,HR,Chennai,0,12,10
MGR1197,223578,Support,Pune,0,8,22
MGR1198,209413,Finance,Hyderabad,0,12,8
MGR1199,215092,Support,Chennai,0,9,17
MGR1200,225671,Engineering,Chennai,0,13,22
MGR1201,233384,Sales,Noida,0,15,12
MGR1202,220487,Marketing,Chennai,0,15,18
MGR1203,226784,Support,Hyderabad,0,10,22
MGR1204,233972,Cyber Security,Noida,0,15,21
MGR1205,208006,Marketing,Noida,0,11,12
MGR1206,224789,Data Science,Noida,0,9,20
MGR1207,231565,Cloud,Hyderabad,0,10,13
MGR1208,219937,Cloud,Mumbai,0,15,19
MGR1209,224504,Cloud,Pune,0,12,18
MGR1210,219430,Marketing,Mumbai,0,10,19
MGR1211,215712,Engineering,Hyderabad,0,13,8
MGR1212,224117,Sales,Hyderabad,0,12,20
MGR1213,204054,HR,Bengaluru,0,11,17
MGR1214,201314,Engineering,Mumbai,0,14,10
MGR1215,228466,Support,Bengaluru,0,14,21
MGR1216,210828,Engineering,Mumbai,0,13,16
MGR1217,208875,HR,Bengaluru,0,14,9
MGR1218,223041,Data Science,Pune,0,9,18
MGR1219,214688,Data Science,Chennai,0,10,10
MGR1220,218051,Support,Chennai,0,13,15
MGR1221,225745,Marketing,Pune,0,11,22
MGR1222,211263,Sales,Mumbai,0,12,8
MGR1223,226041,HR,Bengaluru,0,11,14
MGR1224,217547,Engineering,Hyderabad,0,12,15
MGR1225,224106,Cloud,Hyderabad,0,12,13
MGR1226,221877,Marketing,Pune,0,8,17
MGR1227,231941,Finance,Bengaluru,0,13,12
MGR1228,219860,Engineering,Pune,0,11,19
MGR1229,229165,Cloud,Chennai,0,9,8
MGR1230,227829,Cyber Security,Bengaluru,0,12,15
MGR1231,232289,Marketing,Pune,0,14,10
MGR1232,211195,Marketing,Mumbai,0,12,18
MGR1233,219962,Sales,Bengaluru,0,9,19
MGR1234,223717,Data Science,Bengaluru,0,12,18
MGR1235,202535,HR,Bengaluru,0,11,13
MGR1236,221135,Cloud,Noida,0,10,11
MGR1237,225476,HR,Bengaluru,0,10,15
MGR1238,234861,Finance,Hyderabad,0,13,15
MGR1239,226514,Cloud,Mumbai,0,15,14
MGR1240,221971,Support,Hyderabad,0,11,20
MGR1241,231731,Cloud,Chennai,0,11,20
MGR1242,233973,HR,Pune,0,9,18
MGR1243,210117,Engineering,Hyderabad,0,15,16
MGR1244,214164,Cyber Security,Mumbai,0,13,16
MGR1245,227626,Finance,Chennai,0,9,9
MGR1246,209373,Marketing,Pune,0,11,8
MGR1247,205222,Support,Chennai,0,10,17
MGR1248,215816,Finance,Mumbai,0,13,10
MGR1249,212393,Cloud,Noida,0,15,21
MGR1250,203637,Data Science,Bengaluru,0,11,9
MGR1251,218462,Finance,Bengaluru,0,15,19
MGR1252,213909,Finance,Noida,0,15,9
MGR1253,202895,Cloud,Chennai,0,8,20
MGR1254,221519,Marketing,Chennai,0,10,15
MGR1255,201755,HR,Noida,0,14,16
MGR1256,210786,Cyber Security,Chennai,0,8,15
MGR1257,233752,Sales,Chennai,0,15,16
MGR1258,201168,Engineering,Pune,0,12,18
MGR1259,220495,HR,Mumbai,0,8,19
MGR1260,211037,Cyber Security,Bengaluru,0,12,14
MGR1261,216715,Engineering,Chennai,0,8,21
MGR1262,216907,Cyber Security,Noida,0,11,19
MGR1263,205362,Cloud,Chennai,0,9,17
MGR1264,207182,HR,Hyderabad,0,14,8
MGR1265,226760,Cyber Security,Hyderabad,0,9,13
MGR1266,208321,Engineering,Mumbai,0,8,16
MGR1267,212943,Cloud,Hyderabad,0,9,22
MGR1268,207818,Support,Bengaluru,0,15,22
MGR1269,231343,Finance,Noida,0,12,8
MGR1270,217617,Cyber Security,Pune,0,10,14
MGR1271,220672,Sales,Bengaluru,0,10,20
MGR1272,226936,Data Science,Chennai,0,14,20
MGR1273,217688,Cloud,Noida,0,14,13
MGR1274,229607,Data Science,Chennai,0,14,15
MGR1275,204600,Support,Noida,0,9,14
MGR1276,220024,Support,Hyderabad,0,10,18
MGR1277,217208,Support,Hyderabad,0,13,18
MGR1278,232331,Support,Hyderabad,0,10,9
MGR1279,200568,Support,Mumbai,0,14,16
MGR1280,206422,Cloud,Chennai,0,10,16
MGR1281,232925,Finance,Hyderabad,0,11,19
MGR1282,233079,Cyber Security,Bengaluru,0,8,21
MGR1283,231709,Engineering,Bengaluru,0,8,20
MGR1284,210461,Data Science,Chennai,0,15,12
MGR1285,225107,Cloud,Bengaluru,0,14,18
MGR1286,217029,Sales,Hyderabad,0,14,16
MGR1287,210069,Marketing,Chennai,0,11,21
MGR1288,213060,Marketing,Noida,0,15,11
MGR1289,204557,HR,Chennai,0,10,13
MGR1290,207249,Finance,Pune,0,11,12
MGR1291,211249,Finance,Bengaluru,0,9,22
MGR1292,210745,Engineering,Chennai,0,14,8
MGR1293,202350,Cyber Security,Chennai,0,8,17
MGR1294,203542,Engineering,Mumbai,0,11,11
MGR1295,231456,Cloud,Hyderabad,0,9,9
MGR1296,229144,Engineering,Chennai,0,8,17
MGR1297,226084,Data Science,Mumbai,0,8,15
MGR1298,206335,HR,Mumbai,0,8,11
MGR1299,222500,Finance,Noida,0,15,14
MGR1300,206104,Finance,Mumbai,0,11,11
MGR1301,227063,Finance,Bengaluru,0,8,20
MGR1302,200291,Finance,Chennai,0,12,10
MGR1303,218726,Cloud,Chennai,0,13,11
MGR1304,219845,Cyber Security,Pune,0,13,17
MGR1305,216806,Cloud,Bengaluru,0,12,11
MGR1306,228519,Cloud,Mumbai,0,10,22
MGR1307,219096,HR,Mumbai,0,11,18
MGR1308,211658,Marketing,Chennai,0,12,14
MGR1309,209586,Cloud,Bengaluru,0,8,12
MGR1310,204434,HR,Bengaluru,0,10,16
MGR1311,204926,Cloud,Hyderabad,0,14,18
MGR1312,221005,Engineering,Chennai,0,15,16
MGR1313,202567,Finance,Noida,0,13,8
MGR1314,227438,Data Science,Chennai,0,14,18
MGR1315,218795,Cloud,Pune,0,13,20
MGR1316,223923,Data Science,Noida,0,14,19
MGR1317,208570,Finance,Hyderabad,0,10,14
MGR1318,203288,Engineering,Pune,0,14,12
MGR1319,207821,Cyber Security,Chennai,0,15,10
MGR1320,212883,Support,Mumbai,0,11,11
MGR1321,209713,Data Science,Bengaluru,0,10,12
MGR1322,214299,Sales,Hyderabad,0,15,20
MGR1323,220735,Finance,Hyderabad,0,8,22
MGR1324,230226,Engineering,Pune,0,14,16
MGR1325,227861,Sales,Noida,0,10,14
MGR1326,222471,Cloud,Noida,0,11,14
MGR1327,221364,Engineering,Mumbai,0,11,12
MGR1328,206096,Cyber Security,Chennai,0,9,13
MGR1329,213075,Cloud,Noida,0,15,22
MGR1330,220551,Cyber Security,Mumbai,0,13,21
MGR1331,225489,Data Science,Hyderabad,0,11,9
MGR1332,215200,Sales,Noida,0,12,8
MGR1333,216861,Cyber Security,Bengaluru,0,8,14
MGR1334,214598,HR,Noida,0,9,21
MGR1335,209551,Data Science,Noida,0,11,11
MGR1336,213873,HR,Pune,0,11,15
MGR1337,214488,Support,Pune,0,13,21
MGR1338,230384,Finance,Chennai,0,8,12
MGR1339,204633,HR,Hyderabad,0,11,11
MGR1340,234204,Support,Mumbai,0,9,19
MGR1341,212736,Marketing,Pune,0,15,19
MGR1342,233704,Sales,Noida,0,11,22
MGR1343,224791,Support,Mumbai,0,11,19
MGR1344,202872,Finance,Hyderabad,0,11,14
MGR1345,211079,Engineering,Mumbai,0,13,16
MGR1346,208295,Cloud,Bengaluru,0,12,20
MGR1347,225246,HR,Bengaluru,0,15,14
MGR1348,201800,Marketing,Mumbai,0,13,16
MGR1349,234302,Cyber Security,Mumbai,0,12,12
MGR1350,208089,Cyber Security,Pune,0,15,13
MGR1351,232534,Finance,Mumbai,0,9,15
MGR1352,234040,Engineering,Noida,0,15,20
MGR1353,224816,HR,Noida,0,13,20
MGR1354,224348,Engineering,Noida,0,11,22
MGR1355,210600,Cyber Security,Chennai,0,13,13
MGR1356,227670,Marketing,Bengaluru,0,8,14
MGR1357,233504,HR,Pune,0,11,17
MGR1358,222487,Cyber Security,Mumbai,0,10,19
MGR1359,206264,Cyber Security,Hyderabad,0,12,8
MGR1360,209433,Sales,Pune,0,14,16
MGR1361,216541,Cloud,Chennai,0,10,12
MGR1362,221675,Cyber Security,Noida,0,13,11
MGR1363,216532,HR,Pune,0,14,11
MGR1364,207142,Sales,Bengaluru,0,11,17
MGR1365,214008,Cloud,Noida,0,13,15
MGR1366,225475,Finance,Hyderabad,0,15,12
MGR1367,213000,Finance,Noida,0,15,19
MGR1368,204430,Data Science,Chennai,0,10,15
MGR1369,213416,Data Science,Chennai,0,13,19
MGR1370,226390,Support,Pune,0,10,10
MGR1371,228419,Finance,Noida,0,15,19
MGR1372,210925,Data Science,Pune,0,8,10
MGR1373,210019,HR,Mumbai,0,8,16
MGR1374,222073,Engineering,Hyderabad,0,9,21
MGR1375,227425,Sales,Bengaluru,0,8,21
MGR1376,211380,Finance,Chennai,0,8,20
MGR1377,207000,Support,Chennai,0,10,14
MGR1378,206040,Cyber Security,Mumbai,0,11,21
MGR1379,231230,Finance,Pune,0,10,9
MGR1380,230542,Sales,Noida,0,11,8
MGR1381,205113,Engineering,Mumbai,0,15,16
MGR1382,221369,Marketing,Mumbai,0,8,13
MGR1383,224152,Sales,Mumbai,0,15,17
MGR1384,225877,Finance,Mumbai,0,15,18
MGR1385,226350,Engineering,Hyderabad,0,8,8
MGR1386,221820,HR,Bengaluru,0,14,16
MGR1387,227751,Cyber Security,Noida,0,8,8
MGR1388,227394,Data Science,Chennai,0,12,16
MGR1389,223549,Engineering,Pune,0,12,16
MGR1390,202595,Marketing,Noida,0,14,8
MGR1391,228856,Support,Pune,0,10,20
MGR1392,212800,Engineering,Mumbai,0,9,9
MGR1393,213543,Marketing,Bengaluru,0,10,16
MGR1394,223796,Engineering,Hyderabad,0,11,11
MGR1395,206184,HR,Bengaluru,0,12,17
MGR1396,204959,Finance,Pune,0,13,21
MGR1397,214667,Data Science,Bengaluru,0,14,12
MGR1398,207457,Cloud,Noida,0,13,9
MGR1399,221888,HR,Noida,0,15,14
MGR1400,211869,Cyber Security,Chennai,0,11,17
MGR1401,224085,Engineering,Pune,0,11,19
MGR1402,213511,Cyber Security,Noida,0,9,12
MGR1403,221368,Data Science,Chennai,0,8,18
MGR1404,200016,Data Science,Bengaluru,0,14,9
MGR1405,228860,HR,Pune,0,14,14
MGR1406,207011,HR,Bengaluru,0,15,16
MGR1407,230197,Support,Pune,0,8,8
MGR1408,202390,Data Science,Noida,0,10,19
MGR1409,223283,HR,Chennai,0,15,9
MGR1410,219821,Cloud,Mumbai,0,14,21
MGR1411,200428,Finance,Chennai,0,13,18
MGR1412,225280,HR,Noida,0,9,17
MGR1413,231479,Support,Mumbai,0,8,22
MGR1414,207973,Cyber Security,Chennai,0,11,11
MGR1415,226577,HR,Bengaluru,0,15,22
MGR1416,208629,Sales,Mumbai,0,8,12
MGR1417,221414,Sales,Noida,0,9,22
MGR1418,209059,Data Science,Noida,0,12,18
MGR1419,222024,Finance,Noida,0,8,22
MGR1420,229790,Cyber Security,Noida,0,13,10
MGR1421,222092,Finance,Chennai,0,11,8
MGR1422,224964,Cloud,Chennai,0,10,17
MGR1423,215613,Sales,Mumbai,0,14,20
MGR1424,206498,Data Science,Noida,0,9,22
MGR1425,201832,Data Science,Mumbai,0,10,12
MGR1426,207955,Marketing,Mumbai,0,11,17
MGR1427,234811,Cloud,Mumbai,0,14,17
MGR1428,223750,Support,Mumbai,0,13,18
MGR1429,229442,Engineering,Noida,0,10,14
MGR1430,204008,Marketing,Pune,0,9,20
MGR1431,224640,Sales,Noida,0,13,16
MGR1432,209156,Engineering,Chennai,0,9,8
MGR1433,209794,Sales,Hyderabad,0,11,14
MGR1434,230636,HR,Mumbai,0,9,21
MGR1435,203247,Cyber Security,Chennai,0,14,13
MGR1436,212914,Sales,Chennai,0,13,20
MGR1437,217483,Finance,Bengaluru,0,12,8
MGR1438,216154,Data Science,Noida,0,15,20
MGR1439,231467,Data Science,Mumbai,0,11,15
MGR1440,214912,Engineering,Hyderabad,0,14,13
MGR1441,221897,Cloud,Mumbai,0,10,14
MGR1442,220126,Data Science,Hyderabad,0,14,18
MGR1443,214536,Finance,Chennai,0,12,9
MGR1444,218223,Cyber Security,Pune,0,11,20
MGR1445,219396,Finance,Bengaluru,0,9,19
MGR1446,217228,HR,Chennai,0,12,9
MGR1447,223631,Marketing,Noida,0,14,10
MGR1448,206147,Sales,Bengaluru,0,10,19
MGR1449,220612,Marketing,Hyderabad,0,14,19
MGR1450,230273,Cloud,Hyderabad,0,13,13
MGR1451,230269,Cyber Security,Mumbai,0,9,9
MGR1452,228905,Support,Noida,0,12,8
MGR1453,222476,Data Science,Noida,0,13,15
MGR1454,226864,Engineering,Hyderabad,0,12,20
MGR1455,208582,Cloud,Pune,0,10,9
MGR1456,229049,Cloud,Hyderabad,0,10,9
MGR1457,206194,Finance,Chennai,0,15,14
MGR1458,226347,Data Science,Hyderabad,0,14,16
MGR1459,210827,HR,Mumbai,0,8,9
MGR1460,219250,Support,Chennai,0,13,9
MGR1461,206434,Cloud,Hyderabad,0,9,16
MGR1462,201004,Marketing,Bengaluru,0,13,17
MGR1463,212727,Finance,Noida,0,14,21
MGR1464,232871,HR,Hyderabad,0,12,8
MGR1465,232206,Sales,Pune,0,14,14
MGR1466,228529,Sales,Noida,0,9,20
MGR1467,207438,Data Science,Pune,0,11,19
MGR1468,230291,Finance,Pune,0,10,17
MGR1469,231280,Engineering,Hyderabad,0,14,18
MGR1470,218735,Finance,Hyderabad,0,10,10
MGR1471,213541,Support,Noida,0,12,12
MGR1472,224825,Cloud,Mumbai,0,15,12
MGR1473,229119,Cloud,Bengaluru,0,9,10
MGR1474,200236,Engineering,Hyderabad,0,14,10
MGR1475,222986,Cloud,Noida,0,14,12
MGR1476,234258,Finance,Noida,0,15,12
MGR1477,226635,Support,Noida,0,9,20
MGR1478,218639,Finance,Hyderabad,0,12,13
MGR1479,234201,Cyber Security,Mumbai,0,15,11
MGR1480,231831,Cyber Security,Hyderabad,0,11,17
MGR1481,229896,Finance,Chennai,0,9,15
MGR1482,228236,Data Science,Pune,0,12,10
MGR1483,204107,Cloud,Noida,0,14,8
MGR1484,214750,Sales,Mumbai,0,14,13
MGR1485,223912,Engineering,Pune,0,13,20
MGR1486,231632,Marketing,Mumbai,0,13,15
MGR1487,213367,Data Science,Mumbai,0,10,14
MGR1488,206644,HR,Hyderabad,0,13,12
MGR1489,205351,Engineering,Chennai,0,11,17
MGR1490,208729,Engineering,Mumbai,0,13,15
MGR1491,213493,Finance,Chennai,0,14,10
MGR1492,230415,Data Science,Hyderabad,0,12,13
MGR1493,233157,Marketing,Bengaluru,0,15,19
MGR1494,228711,Support,Pune,0,11,17
MGR1495,231541,Cloud,Chennai,0,14,13
MGR1496,229407,Engineering,Noida,0,14,12
MGR1497,231704,Marketing,Bengaluru,0,9,13
MGR1498,204111,Finance,Hyderabad,0,11,22
MGR1499,218044,Support,Noida,0,10,17
MGR1500,209759,Support,Hyderabad,0,8,18
