employee_id,gender,age,location,department,role,level,joining_date,college_tier,manager_id,status
216876,Female,42,Noida,Engineering,Senior Software Engineer,L3,2019-08-18,Tier-3,MGR0113,Active
216877,Male,39,Bengaluru,Support,Support Lead,L3,2018-11-28,Tier-2,MGR0906,Exited
216878,Female,44,Noida,HR,HR Manager,L4,2022-12-30,Tier-3,MGR0834,Active
216879,Female,48,Mumbai,Data Science,Data Science Manager,L5,2020-06-09,Tier-3,MGR0779,Exited
216880,Female,37,Mumbai,Engineering,Senior Software Engineer,L3,2024-02-09,Tier-3,MGR1085,Active
216881,Male,39,Pune,Cloud,Senior Cloud Engineer,L3,2023-06-04,Tier-2,MGR0567,Exited
216882,Female,25,Hyderabad,Finance,Finance Associate,L1,2025-03-02,Tier-3,MGR1119,Active
216883,Female,52,Mumbai,HR,HR Director,L5,2019-01-09,Tier-2,MGR0873,Active
216884,Male,33,Pune,Sales,Account Executive,L2,2022-06-13,Tier-3,MGR0321,Exited
216885,Male,41,Noida,Cyber Security,Security Lead,L4,2023-08-29,Tier-2,MGR0955,Active
216886,Non-binary,48,Noida,Cyber Security,Security Manager,L5,2021-07-25,Tier-2,MGR0895,Active
216887,Male,26,Hyderabad,Sales,Account Executive,L2,2025-12-11,Tier-2,MGR0983,Active
216888,Male,28,Hyderabad,Cyber Security,Security Analyst,L1,2020-01-10,Tier-1,MGR0373,Active
216889,Male,29,Mumbai,Finance,Finance Associate,L1,2019-05-08,Tier-3,MGR0383,Active
216890,Male,37,Bengaluru,Marketing,Senior Marketing Specialist,L3,2023-06-14,Tier-3,MGR0908,Active
216891,Female,39,Pune,Support,Support Lead,L3,2019-12-27,Tier-2,MGR0472,Active
216892,Female,35,Noida,Cloud,Senior Cloud Engineer,L3,2023-07-06,Tier-3,MGR0574,Active
216893,Male,38,Chennai,Data Science,Data Scientist,L2,2018-12-31,Tier-3,MGR1080,Active
216894,Male,37,Pune,Marketing,Senior Marketing Specialist,L3,2025-06-30,Tier-3,MGR1287,Active
216895,Male,36,Bengaluru,Finance,Finance Analyst,L2,2020-05-05,Tier-2,MGR1491,Exited
216896,Female,23,Hyderabad,Finance,Finance Associate,L1,2024-08-19,Tier-2,MGR0839,Active
216897,Male,38,Noida,Finance,Finance Lead,L4,2025-02-23,Tier-3,MGR1068,Active
216898,Male,44,Hyderabad,Cloud,Cloud Lead,L4,2022-04-21,Tier-2,MGR1229,Active
216899,Male,30,Mumbai,Sales,Account Executive,L2,2022-06-07,Tier-3,MGR0292,Exited
216900,Male,29,Chennai,Sales,Sales Associate,L1,2021-08-12,Tier-3,MGR0318,Active
216901,Female,45,Mumbai,Support,Support Director,L5,2024-04-08,Tier-3,MGR0584,Active
216902,Male,35,Noida,Engineering,Software Engineer,L2,2020-07-03,Tier-2,MGR0535,Active
216903,Male,27,Bengaluru,HR,HR Associate,L1,2022-12-30,Tier-3,MGR0773,Active
216904,Female,26,Pune,Support,Support Analyst,L1,2021-05-18,Tier-2,MGR0079,Active
216905,Female,37,Bengaluru,Support,Support Lead,L3,2024-02-26,Tier-3,MGR0317,Active
216906,Male,41,Bengaluru,Marketing,Marketing Manager,L4,2023-07-20,Tier-3,MGR0952,Active
216907,Female,41,Noida,Cyber Security,Senior Security Engineer,L3,2021-01-09,Tier-2,MGR0850,Active
216908,Male,27,Bengaluru,Cloud,Cloud Associate,L1,2019-09-28,Tier-2,MGR0821,Active
216909,Female,40,Chennai,Sales,Senior Account Executive,L3,2018-11-12,Tier-2,MGR0843,Exited
216910,Male,46,Noida,Cyber Security,Security Manager,L5,2023-04-16,Tier-1,MGR0614,Active
216911,Male,33,Mumbai,Support,Senior Support Analyst,L2,2020-06-14,Tier-3,MGR1407,Exited
216912,Male,40,Chennai,Sales,Senior Account Executive,L3,2020-02-22,Tier-2,MGR1053,Active
216913,Male,34,Hyderabad,Data Science,Data Scientist,L2,2019-12-30,Tier-2,MGR0330,Active
216914,Male,45,Pune,Cloud,Cloud Lead,L4,2020-06-14,Tier-3,MGR0654,Active
216915,Male,27,Chennai,Cloud,Cloud Associate,L1,2020-03-21,Tier-3,MGR0658,Active
216916,Female,40,Mumbai,Support,Support Manager,L4,2022-10-14,Tier-3,MGR0582,Active
216917,Male,34,Hyderabad,Engineering,Senior Software Engineer,L3,2020-03-14,Tier-3,MGR0543,Active
216918,Female,29,Bengaluru,Marketing,Marketing Specialist,L2,2022-02-02,Tier-1,MGR1462,Exited
216919,Female,38,Noida,Data Science,Senior Data Scientist,L3,2021-09-12,Tier-3,MGR0541,Active
216920,Male,38,Noida,Engineering,Senior Software Engineer,L3,2020-04-10,Tier-2,MGR0561,Active
216921,Female,42,Bengaluru,Finance,Senior Finance Analyst,L3,2020-07-05,Tier-1,MGR1498,Active
216922,Male,33,Mumbai,HR,HR Associate,L1,2018-04-28,Tier-3,MGR0767,Exited
216923,Female,39,Hyderabad,Sales,Sales Director,L4,2023-11-26,Tier-1,MGR0837,Active
216924,Male,30,Bengaluru,Support,Senior Support Analyst,L2,2023-12-10,Tier-3,MGR0769,Active
216925,Male,33,Mumbai,Finance,Senior Finance Analyst,L3,2024-10-12,Tier-1,MGR0820,Active
216926,Female,44,Bengaluru,Engineering,Lead Engineer,L4,2022-09-22,Tier-3,MGR0384,Active
216927,Male,34,Chennai,Marketing,Senior Marketing Specialist,L3,2023-08-19,Tier-2,MGR1115,Active
216928,Female,38,Mumbai,Cloud,Senior Cloud Engineer,L3,2020-09-27,Tier-2,MGR1147,Active
216929,Male,29,Pune,Data Science,Data Scientist,L2,2024-09-23,Tier-1,MGR1162,Active
216930,Male,34,Mumbai,HR,HR Specialist,L2,2020-03-10,Tier-1,MGR1336,Active
216931,Female,40,Hyderabad,Sales,Senior Account Executive,L3,2021-04-10,Tier-1,MGR0292,Active
216932,Male,28,Mumbai,Finance,Finance Analyst,L2,2019-11-22,Tier-1,MGR0390,Active
216933,Male,32,Mumbai,HR,HR Specialist,L2,2022-06-17,Tier-3,MGR0767,Exited
216934,Female,26,Bengaluru,Marketing,Marketing Associate,L1,2021-03-17,Tier-3,MGR0538,Exited
216935,Female,34,Noida,Cloud,Cloud Engineer,L2,2018-10-27,Tier-1,MGR0830,Active
216936,Female,30,Bengaluru,Marketing,Marketing Specialist,L2,2025-07-25,Tier-3,MGR1181,Active
216937,Male,41,Noida,HR,Senior HR Specialist,L3,2018-01-03,Tier-3,MGR0751,Active
216938,Female,32,Chennai,Marketing,Marketing Specialist,L2,2019-08-01,Tier-2,MGR1089,Active
216939,Female,23,Chennai,Finance,Finance Associate,L1,2024-10-22,Tier-1,MGR0805,Active
216940,Female,35,Chennai,Cloud,Cloud Engineer,L2,2021-08-11,Tier-3,MGR0639,Exited
216941,Male,31,Mumbai,Marketing,Marketing Specialist,L2,2021-12-30,Tier-1,MGR0619,Active
216942,Male,35,Bengaluru,Data Science,Data Scientist,L2,2021-12-10,Tier-3,MGR0417,Active
216943,Female,45,Bengaluru,Sales,Sales Director,L4,2019-02-02,Tier-3,MGR0190,Active
216944,Male,41,Noida,Support,Support Manager,L4,2022-03-16,Tier-1,MGR0598,Active
216945,Female,40,Bengaluru,Cloud,Senior Cloud Engineer,L3,2020-07-05,Tier-1,MGR1461,Active
216946,Female,46,Hyderabad,Finance,Finance Lead,L4,2018-05-29,Tier-3,MGR0923,Active
216947,Female,48,Mumbai,Support,Support Director,L5,2022-01-13,Tier-2,MGR0625,Active
216948,Male,23,Hyderabad,Sales,Sales Associate,L1,2024-03-03,Tier-3,MGR0547,Active
216949,Male,50,Chennai,HR,HR Director,L5,2018-08-21,Tier-3,MGR0747,Active
216950,Male,36,Bengaluru,Sales,Account Executive,L2,2020-07-12,Tier-1,MGR1001,Active
216951,Male,30,Hyderabad,Support,Senior Support Analyst,L2,2021-12-13,Tier-3,MGR0059,Active
216952,Female,37,Mumbai,Cloud,Cloud Lead,L4,2025-08-16,Tier-2,MGR0664,Exited
216953,Female,45,Pune,Sales,Sales Director,L4,2021-04-08,Tier-2,MGR0271,Active
216954,Male,39,Pune,Finance,Finance Lead,L4,2025-03-30,Tier-1,MGR0794,Active
216955,Female,32,Bengaluru,Sales,Senior Account Executive,L3,2025-10-05,Tier-2,MGR0815,Active
216956,Female,48,Chennai,Cyber Security,Security Manager,L5,2020-04-19,Tier-2,MGR0367,Exited
216957,Male,38,Pune,Engineering,Senior Software Engineer,L3,2022-12-13,Tier-3,MGR0366,Exited
216958,Female,37,Noida,Marketing,Marketing Specialist,L2,2018-01-13,Tier-3,MGR0702,Exited
216959,Female,48,Mumbai,Engineering,Engineering Manager,L5,2022-06-21,Tier-3,MGR0106,Active
216960,Male,43,Pune,Cyber Security,Security Manager,L5,2024-08-16,Tier-3,MGR0748,Active
216961,Male,28,Hyderabad,Finance,Finance Associate,L1,2020-03-22,Tier-3,MGR1396,Active
216962,Male,47,Pune,Finance,Finance Lead,L4,2020-02-05,Tier-2,MGR1384,Exited
216963,Male,40,Pune,Finance,Senior Finance Analyst,L3,2020-03-10,Tier-2,MGR1371,Active
216964,Male,30,Chennai,HR,HR Associate,L1,2019-01-06,Tier-3,MGR0880,Active
216965,Female,46,Mumbai,Support,Support Manager,L4,2020-02-05,Tier-2,MGR1413,Active
216966,Male,44,Hyderabad,Finance,Finance Lead,L4,2020-08-31,Tier-2,MGR1301,Active
216967,Female,46,Pune,Support,Support Director,L5,2025-03-13,Tier-2,MGR0665,Active
216968,Male,27,Noida,Finance,Finance Analyst,L2,2025-10-30,Tier-3,MGR1057,Exited
216969,Male,35,Noida,Engineering,Senior Software Engineer,L3,2025-05-16,Tier-2,MGR0759,Active
216970,Non-binary,34,Chennai,Marketing,Marketing Specialist,L2,2019-05-17,Tier-2,MGR1103,Active
216971,Male,44,Bengaluru,Marketing,Marketing Manager,L4,2021-04-18,Tier-2,MGR0630,Active
216972,Male,37,Noida,Cyber Security,Senior Security Engineer,L3,2023-10-15,Tier-3,MGR0803,Active
216973,Male,22,Hyderabad,Marketing,Marketing Associate,L1,2025-07-01,Tier-1,MGR0402,Active
216974,Male,39,Hyderabad,Cloud,Senior Cloud Engineer,L3,2020-09-23,Tier-3,MGR1495,Active
216975,Male,23,Hyderabad,HR,HR Associate,L1,2023-08-10,Tier-3,MGR0831,Exited
216976,Female,42,Bengaluru,Marketing,Marketing Manager,L4,2020-08-19,Tier-2,MGR0742,Active
216977,Male,47,Pune,Marketing,Marketing Director,L5,2022-10-12,Tier-1,MGR1447,Active
216978,Male,30,Bengaluru,Engineering,Associate Software Engineer,L1,2019-09-10,Tier-2,MGR0106,Active
216979,Male,43,Mumbai,Marketing,Senior Marketing Specialist,L3,2018-01-21,Tier-2,MGR0686,Active
216980,Male,27,Noida,HR,HR Associate,L1,2020-03-29,Tier-3,MGR1307,Active
216981,Male,33,Chennai,Marketing,Marketing Specialist,L2,2022-02-14,Tier-3,MGR1430,Active
216982,Female,32,Noida,Support,Senior Support Analyst,L2,2022-06-06,Tier-3,MGR0028,Active
216983,Male,50,Hyderabad,Data Science,Data Science Manager,L5,2021-06-15,Tier-3,MGR0283,Active
216984,Female,42,Bengaluru,Cyber Security,Senior Security Engineer,L3,2019-02-03,Tier-3,MGR0955,Active
216985,Male,29,Chennai,Support,Senior Support Analyst,L2,2023-01-30,Tier-2,MGR0669,Active
216986,Male,34,Chennai,HR,HR Specialist,L2,2023-01-18,Tier-1,MGR0798,Active
216987,Female,29,Hyderabad,Cloud,Cloud Associate,L1,2018-05-31,Tier-3,MGR0821,Active
216988,Male,52,Bengaluru,HR,HR Director,L5,2018-09-30,Tier-2,MGR0740,Exited
216989,Male,25,Noida,Engineering,Associate Software Engineer,L1,2025-10-01,Tier-3,MGR0100,Active
216990,Male,29,Noida,Data Science,Associate Data Scientist,L1,2018-03-12,Tier-1,MGR1077,Active
216991,Female,48,Hyderabad,Finance,Finance Manager,L5,2023-06-30,Tier-3,MGR0121,Active
216992,Female,46,Chennai,Marketing,Marketing Director,L5,2024-05-29,Tier-2,MGR0200,Active
216993,Male,49,Pune,Support,Support Director,L5,2019-10-04,Tier-3,MGR0473,Exited
216994,Female,47,Hyderabad,Cloud,Cloud Lead,L4,2019-04-28,Tier-2,MGR0830,Active
216995,Male,38,Chennai,Marketing,Senior Marketing Specialist,L3,2023-07-20,Tier-1,MGR0806,Active
216996,Male,35,Chennai,Engineering,Senior Software Engineer,L3,2025-04-02,Tier-2,MGR1005,Active
216997,Female,28,Chennai,Support,Senior Support Analyst,L2,2025-07-30,Tier-2,MGR0807,Active
216998,Female,44,Noida,Data Science,Lead Data Scientist,L4,2021-01-30,Tier-2,MGR0234,Active
216999,Female,38,Hyderabad,Engineering,Senior Software Engineer,L3,2020-07-24,Tier-3,MGR0573,Active
217000,Male,45,Hyderabad,Support,Support Director,L5,2023-03-26,Tier-2,MGR0631,Active
217001,Male,34,Chennai,HR,HR Specialist,L2,2023-06-07,Tier-3,MGR0620,Active
217002,Female,37,Pune,Engineering,Senior Software Engineer,L3,2022-08-12,Tier-1,MGR0790,Active
217003,Male,44,Bengaluru,Cloud,Cloud Lead,L4,2018-09-30,Tier-3,MGR0813,Active
217004,Male,33,Mumbai,Finance,Finance Analyst,L2,2022-01-04,Tier-3,MGR0659,Exited
217005,Male,33,Hyderabad,HR,Senior HR Specialist,L3,2024-09-06,Tier-3,MGR0224,Active
217006,Female,28,Noida,HR,HR Associate,L1,2023-05-20,Tier-2,MGR0688,Active
217007,Female,27,Pune,Support,Support Analyst,L1,2023-07-27,Tier-2,MGR0927,Active
217008,Male,45,Pune,Support,Support Director,L5,2025-05-31,Tier-2,MGR1044,Active
217009,Female,27,Mumbai,Finance,Senior Finance Analyst,L3,2022-06-11,Tier-2,MGR0678,Active
217010,Female,46,Noida,Cloud,Cloud Lead,L4,2020-08-25,Tier-3,MGR1483,Active
217011,Female,43,Chennai,Marketing,Marketing Director,L5,2025-10-02,Tier-3,MGR0527,Active
217012,Male,32,Noida,Cloud,Cloud Engineer,L2,2020-12-21,Tier-1,MGR1473,Active
217013,Female,37,Bengaluru,Support,Senior Support Analyst,L2,2018-09-04,Tier-1,MGR0897,Active
217014,Female,39,Mumbai,Support,Support Manager,L4,2025-05-20,Tier-2,MGR1142,Active
217015,Male,35,Bengaluru,Cyber Security,Security Engineer,L2,2020-10-28,Tier-2,MGR0339,Active
217016,Male,47,Chennai,Cloud,Cloud Lead,L4,2018-04-14,Tier-1,MGR0795,Active
217017,Male,35,Chennai,Marketing,Senior Marketing Specialist,L3,2024-09-30,Tier-2,MGR0718,Active
217018,Male,48,Noida,Support,Support Director,L5,2023-01-31,Tier-2,MGR0472,Active
217019,Male,45,Pune,Support,Support Manager,L4,2021-03-14,Tier-3,MGR0047,Active
217020,Male,45,Hyderabad,Support,Support Manager,L4,2020-08-19,Tier-2,MGR1428,Active
217021,Female,35,Bengaluru,Data Science,Data Scientist,L2,2019-03-03,Tier-2,MGR0329,Active
217022,Female,39,Mumbai,Support,Support Lead,L3,2022-09-06,Tier-3,MGR0060,Active
217023,Male,45,Chennai,Support,Support Director,L5,2022-08-03,Tier-3,MGR0362,Active
217024,Male,43,Chennai,Marketing,Marketing Manager,L4,2022-08-24,Tier-3,MGR1426,Active
217025,Female,39,Hyderabad,Data Science,Senior Data Scientist,L3,2020-04-08,Tier-2,MGR0809,Exited
217026,Male,43,Noida,Finance,Finance Lead,L4,2023-10-15,Tier-1,MGR0403,Active
217027,Male,32,Chennai,Marketing,Marketing Specialist,L2,2022-10-01,Tier-1,MGR1393,Active
217028,Female,49,Hyderabad,Support,Support Director,L5,2019-03-30,Tier-1,MGR0479,Exited
217029,Female,43,Hyderabad,Sales,Sales Director,L4,2019-12-10,Tier-3,MGR0199,Active
217030,Female,24,Noida,Finance,Finance Associate,L1,2023-03-31,Tier-1,MGR0415,Active
217031,Female,28,Chennai,Engineering,Software Engineer,L2,2024-10-08,Tier-3,MGR0518,Active
217032,Female,52,Chennai,Data Science,Data Science Manager,L5,2018-09-17,Tier-3,MGR1073,Exited
217033,Male,40,Bengaluru,Data Science,Senior Data Scientist,L3,2021-03-02,Tier-3,MGR0205,Exited
217034,Male,36,Chennai,HR,HR Specialist,L2,2020-04-23,Tier-3,MGR1289,Active
217035,Male,42,Hyderabad,Cloud,Cloud Lead,L4,2024-06-26,Tier-3,MGR0539,Active
217036,Female,35,Pune,Support,Senior Support Analyst,L2,2018-11-24,Tier-1,MGR0896,Active
217037,Male,42,Pune,Engineering,Lead Engineer,L4,2021-05-04,Tier-1,MGR0885,Exited
217038,Female,34,Hyderabad,Cloud,Cloud Engineer,L2,2019-06-04,Tier-1,MGR0852,Active
217039,Male,25,Hyderabad,Cyber Security,Security Analyst,L1,2021-11-07,Tier-2,MGR0811,Active
217040,Female,37,Pune,HR,Senior HR Specialist,L3,2025-03-03,Tier-2,MGR1196,Active
217041,Female,33,Pune,Engineering,Software Engineer,L2,2024-05-06,Tier-2,MGR0599,Active
217042,Male,47,Noida,Engineering,Engineering Manager,L5,2024-05-20,Tier-3,MGR1401,Active
217043,Female,31,Mumbai,Engineering,Software Engineer,L2,2022-12-21,Tier-2,MGR1261,Active
217044,Female,24,Hyderabad,Support,Support Analyst,L1,2023-02-25,Tier-2,MGR0352,Active
217045,Male,33,Hyderabad,Support,Support Lead,L3,2024-09-11,Tier-3,MGR0352,Active
217046,Male,27,Pune,Cyber Security,Security Engineer,L2,2019-10-17,Tier-2,MGR0962,Active
217047,Male,31,Pune,Finance,Finance Associate,L1,2019-09-24,Tier-3,MGR0403,Active
217048,Female,27,Chennai,Support,Senior Support Analyst,L2,2024-12-18,Tier-3,MGR0472,Active
217049,Female,26,Bengaluru,Engineering,Associate Software Engineer,L1,2023-01-06,Tier-2,MGR1144,Active
217050,Female,45,Chennai,Cloud,Cloud Architect,L5,2024-12-01,Tier-1,MGR0451,Exited
217051,Female,21,Mumbai,HR,HR Associate,L1,2025-08-05,Tier-1,MGR0591,Active
217052,Female,37,Bengaluru,Data Science,Senior Data Scientist,L3,2022-08-02,Tier-3,MGR1218,Active
217053,Male,28,Chennai,Sales,Sales Associate,L1,2022-10-24,Tier-3,MGR0261,Active
217054,Female,42,Mumbai,Cloud,Cloud Lead,L4,2021-04-16,Tier-3,MGR0690,Active
217055,Male,42,Hyderabad,Cyber Security,Senior Security Engineer,L3,2018-07-04,Tier-3,MGR0614,Exited
217056,Female,45,Chennai,Sales,VP Sales,L5,2022-11-03,Tier-3,MGR0253,Exited
217057,Non-binary,41,Mumbai,Cyber Security,Security Lead,L4,2023-03-28,Tier-2,MGR0786,Exited
217058,Male,43,Pune,Cloud,Cloud Lead,L4,2022-01-09,Tier-3,MGR1280,Active
217059,Male,47,Hyderabad,Finance,Finance Manager,L5,2021-05-01,Tier-3,MGR0525,Active
217060,Male,24,Mumbai,Finance,Finance Associate,L1,2022-11-01,Tier-2,MGR0683,Active
217061,Male,46,Mumbai,Cyber Security,Security Lead,L4,2018-06-27,Tier-2,MGR0605,Active
217062,Female,33,Chennai,Support,Senior Support Analyst,L2,2022-01-20,Tier-3,MGR0784,Active
217063,Male,32,Hyderabad,HR,HR Associate,L1,2018-10-22,Tier-1,MGR0739,Active
217064,Female,47,Bengaluru,Engineering,Engineering Manager,L5,2024-07-07,Tier-3,MGR1296,Active
217065,Male,35,Noida,Support,Support Lead,L3,2024-02-18,Tier-2,MGR0669,Active
217066,Male,45,Hyderabad,Finance,Finance Manager,L5,2024-03-04,Tier-2,MGR0772,Active
217067,Female,36,Noida,Support,Senior Support Analyst,L2,2019-11-26,Tier-3,MGR0490,Active
217068,Female,48,Bengaluru,Finance,Finance Manager,L5,2020-11-11,Tier-3,MGR1299,Active
217069,Female,37,Chennai,Engineering,Software Engineer,L2,2018-02-07,Tier-3,MGR1211,Active
217070,Male,23,Bengaluru,Cloud,Cloud Associate,L1,2023-12-24,Tier-3,MGR0588,Active
217071,Male,39,Chennai,Data Science,Lead Data Scientist,L4,2024-03-09,Tier-3,MGR0816,Active
217072,Non-binary,50,Noida,Sales,VP Sales,L5,2018-01-22,Tier-1,MGR0837,Active
217073,Female,50,Bengaluru,Finance,Finance Manager,L5,2018-10-08,Tier-3,MGR0910,Active
217074,Male,32,Chennai,Cloud,Senior Cloud Engineer,L3,2025-07-27,Tier-2,MGR0628,Active
217075,Female,31,Bengaluru,Cyber Security,Senior Security Engineer,L3,2020-12-03,Tier-2,MGR0335,Active
217076,Female,39,Mumbai,Finance,Senior Finance Analyst,L3,2021-10-05,Tier-1,MGR0556,Active
217077,Female,44,Bengaluru,HR,HR Manager,L4,2021-04-09,Tier-3,MGR0523,Exited
217078,Male,35,Mumbai,Marketing,Marketing Specialist,L2,2021-05-23,Tier-3,MGR0666,Active
217079,Female,25,Mumbai,Data Science,Associate Data Scientist,L1,2024-08-04,Tier-2,MGR0282,Active
217080,Female,47,Chennai,Support,Support Director,L5,2023-05-21,Tier-1,MGR0317,Active
217081,Male,44,Noida,Finance,Senior Finance Analyst,L3,2018-05-22,Tier-3,MGR0909,Active
217082,Male,38,Hyderabad,Cyber Security,Senior Security Engineer,L3,2021-11-17,Tier-1,MGR0803,Active
217083,Female,42,Bengaluru,Cloud,Cloud Lead,L4,2023-05-30,Tier-2,MGR0497,Exited
217084,Male,34,Chennai,Sales,Account Executive,L2,2018-11-19,Tier-2,MGR0835,Exited
217085,Male,25,Noida,Finance,Finance Associate,L1,2022-04-07,Tier-2,MGR0685,Active
217086,Male,44,Mumbai,Marketing,Senior Marketing Specialist,L3,2018-04-22,Tier-1,MGR0668,Exited
217087,Female,29,Hyderabad,Cyber Security,Security Engineer,L2,2023-11-19,Tier-3,MGR0431,Active
217088,Female,45,Pune,Engineering,Lead Engineer,L4,2020-02-23,Tier-3,MGR0589,Active
217089,Male,25,Noida,Cloud,Cloud Associate,L1,2021-08-03,Tier-2,MGR0701,Active
217090,Male,37,Chennai,HR,Senior HR Specialist,L3,2021-11-15,Tier-3,MGR0492,Active
217091,Male,42,Mumbai,Data Science,Lead Data Scientist,L4,2024-03-18,Tier-3,MGR0313,Active
217092,Male,51,Pune,Data Science,Data Science Manager,L5,2019-03-18,Tier-3,MGR0308,Active
217093,Female,28,Hyderabad,Finance,Finance Analyst,L2,2024-09-22,Tier-1,MGR0705,Active
217094,Male,44,Noida,HR,HR Manager,L4,2019-01-19,Tier-1,MGR0929,Active
217095,Female,31,Chennai,Marketing,Marketing Associate,L1,2019-04-01,Tier-2,MGR1112,Active
217096,Male,48,Noida,Data Science,Lead Data Scientist,L4,2018-10-10,Tier-3,MGR1063,Active
217097,Male,41,Hyderabad,Support,Support Manager,L4,2022-05-03,Tier-3,MGR1337,Active
217098,Male,49,Pune,Engineering,Engineering Manager,L5,2019-05-23,Tier-1,MGR0100,Active
217099,Male,32,Hyderabad,Cyber Security,Security Engineer,L2,2020-07-29,Tier-2,MGR1435,Active
217100,Female,40,Mumbai,Data Science,Lead Data Scientist,L4,2024-06-11,Tier-3,MGR1368,Active
217101,Male,45,Chennai,Support,Support Manager,L4,2021-01-01,Tier-3,MGR0034,Active
217102,Male,45,Pune,HR,HR Director,L5,2025-01-15,Tier-2,MGR0788,Active
217103,Male,23,Bengaluru,Marketing,Marketing Associate,L1,2023-11-25,Tier-3,MGR0435,Active
217104,Male,31,Chennai,Data Science,Data Scientist,L2,2025-11-07,Tier-1,MGR0076,Active
217105,Male,34,Chennai,Cyber Security,Senior Security Engineer,L3,2024-07-06,Tier-3,MGR0325,Active
217106,Male,37,Hyderabad,Data Science,Senior Data Scientist,L3,2021-10-14,Tier-3,MGR1368,Active
217107,Male,51,Chennai,Cyber Security,Security Manager,L5,2019-03-31,Tier-3,MGR0990,Active
217108,Male,48,Mumbai,HR,HR Director,L5,2021-11-26,Tier-1,MGR0446,Active
217109,Female,44,Noida,Support,Support Manager,L4,2022-07-30,Tier-3,MGR1275,Active
217110,Female,35,Hyderabad,Cyber Security,Senior Security Engineer,L3,2025-06-21,Tier-2,MGR0236,Active
217111,Female,41,Noida,Finance,Finance Lead,L4,2023-09-16,Tier-2,MGR0578,Active
217112,Male,36,Hyderabad,Cyber Security,Security Engineer,L2,2020-08-01,Tier-2,MGR1160,Active
217113,Male,42,Noida,Cyber Security,Senior Security Engineer,L3,2019-01-20,Tier-3,MGR1012,Exited
217114,Female,49,Chennai,Marketing,Marketing Director,L5,2019-04-12,Tier-3,MGR1070,Active
217115,Male,51,Mumbai,Data Science,Data Science Manager,L5,2019-02-07,Tier-1,MGR0307,Active
217116,Male,28,Noida,Data Science,Data Scientist,L2,2024-08-19,Tier-3,MGR0715,Active
217117,Female,34,Pune,Marketing,Senior Marketing Specialist,L3,2025-04-30,Tier-3,MGR0702,Active
217118,Female,41,Mumbai,Cyber Security,Security Lead,L4,2024-03-03,Tier-2,MGR0750,Active
217119,Female,44,Bengaluru,Cloud,Cloud Lead,L4,2019-08-28,Tier-2,MGR0862,Exited
217120,Male,43,Mumbai,Marketing,Marketing Director,L5,2025-01-30,Tier-1,MGR1134,Active
217121,Male,42,Mumbai,Data Science,Senior Data Scientist,L3,2020-01-01,Tier-2,MGR0816,Active
217122,Female,29,Mumbai,Cloud,Cloud Engineer,L2,2023-11-15,Tier-2,MGR0447,Active
217123,Female,25,Hyderabad,Cloud,Cloud Engineer,L2,2023-05-26,Tier-3,MGR0029,Active
217124,Male,35,Pune,Cloud,Senior Cloud Engineer,L3,2024-04-15,Tier-1,MGR0433,Active
217125,Female,28,Hyderabad,Cyber Security,Security Analyst,L1,2019-05-03,Tier-1,MGR1014,Exited
217126,Female,44,Chennai,Finance,Finance Lead,L4,2020-12-02,Tier-3,MGR1245,Active
217127,Male,37,Hyderabad,HR,Senior HR Specialist,L3,2023-04-16,Tier-2,MGR0810,Active
217128,Female,29,Chennai,Cloud,Cloud Engineer,L2,2023-10-22,Tier-2,MGR0658,Active
217129,Male,37,Noida,Sales,Senior Account Executive,L3,2019-11-19,Tier-3,MGR0215,Active
217130,Female,29,Pune,Cloud,Cloud Associate,L1,2018-05-01,Tier-1,MGR0789,Active
217131,Male,34,Bengaluru,Finance,Finance Analyst,L2,2021-01-16,Tier-3,MGR0577,Active
217132,Female,35,Mumbai,Support,Support Lead,L3,2023-02-27,Tier-3,MGR0227,Exited
217133,Male,42,Bengaluru,Support,Support Manager,L4,2025-07-01,Tier-3,MGR1164,Active
217134,Female,49,Hyderabad,Data Science,Data Science Manager,L5,2022-06-26,Tier-1,MGR0021,Active
217135,Male,39,Chennai,Data Science,Senior Data Scientist,L3,2021-08-17,Tier-2,MGR1369,Exited
217136,Female,37,Pune,Finance,Senior Finance Analyst,L3,2023-06-02,Tier-3,MGR0812,Active
217137,Female,26,Mumbai,Data Science,Associate Data Scientist,L1,2025-03-19,Tier-2,MGR0667,Active
217138,Female,45,Noida,HR,HR Manager,L4,2021-10-25,Tier-2,MGR0443,Active
217139,Female,40,Mumbai,HR,Senior HR Specialist,L3,2021-04-25,Tier-2,MGR0441,Exited
217140,Male,28,Hyderabad,Engineering,Associate Software Engineer,L1,2018-08-29,Tier-3,MGR1200,Active
217141,Male,42,Mumbai,Engineering,Lead Engineer,L4,2023-12-31,Tier-3,MGR1216,Active
217142,Female,32,Pune,Cyber Security,Security Engineer,L2,2025-01-08,Tier-2,MGR0299,Active
217143,Male,32,Pune,Sales,Account Executive,L2,2020-01-28,Tier-3,MGR0576,Active
217144,Female,42,Mumbai,Cloud,Cloud Lead,L4,2023-02-17,Tier-2,MGR1475,Active
217145,Male,38,Pune,Cloud,Cloud Lead,L4,2025-11-09,Tier-3,MGR0071,Active
217146,Male,45,Noida,Support,Support Director,L5,2024-03-13,Tier-3,MGR0769,Exited
217147,Female,30,Noida,Engineering,Software Engineer,L2,2025-12-27,Tier-2,MGR0697,Active
